TIME,OCCUPANCY,RATE
01/06/2018 00:00,31,0.126530612
01/06/2018 00:05,31,0.126530612
01/06/2018 00:10,31,0.126530612
01/06/2018 00:15,31,0.126530612
01/06/2018 00:20,31,0.126530612
01/06/2018 00:25,31,0.126530612
01/06/2018 00:30,31,0.126530612
01/06/2018 00:35,31,0.126530612
01/06/2018 00:40,30,0.12244898
01/06/2018 00:45,30,0.12244898
01/06/2018 00:50,30,0.12244898
01/06/2018 00:55,30,0.12244898
01/06/2018 01:00,30,0.12244898
01/06/2018 01:05,30,0.12244898
01/06/2018 01:10,30,0.12244898
01/06/2018 01:15,30,0.12244898
01/06/2018 01:20,30,0.12244898
01/06/2018 01:25,31,0.126530612
01/06/2018 01:30,31,0.126530612
01/06/2018 01:35,33,0.134693878
01/06/2018 01:40,33,0.134693878
01/06/2018 01:45,33,0.134693878
01/06/2018 01:50,33,0.134693878
01/06/2018 01:55,33,0.134693878
01/06/2018 02:00,33,0.134693878
01/06/2018 02:05,33,0.134693878
01/06/2018 02:10,33,0.134693878
01/06/2018 02:15,33,0.134693878
01/06/2018 02:20,33,0.134693878
01/06/2018 02:25,33,0.134693878
01/06/2018 02:30,33,0.134693878
01/06/2018 02:35,33,0.134693878
01/06/2018 02:40,33,0.134693878
01/06/2018 02:45,33,0.134693878
01/06/2018 02:50,33,0.134693878
01/06/2018 02:55,33,0.134693878
01/06/2018 03:00,32,0.130612245
01/06/2018 03:05,32,0.130612245
01/06/2018 03:10,32,0.130612245
01/06/2018 03:15,32,0.130612245
01/06/2018 03:20,32,0.130612245
01/06/2018 03:25,32,0.130612245
01/06/2018 03:30,32,0.130612245
01/06/2018 03:35,32,0.130612245
01/06/2018 03:40,34,0.13877551
01/06/2018 03:45,34,0.13877551
01/06/2018 03:50,34,0.13877551
01/06/2018 03:55,34,0.13877551
01/06/2018 04:00,34,0.13877551
01/06/2018 04:05,34,0.13877551
01/06/2018 04:10,34,0.13877551
01/06/2018 04:15,34,0.13877551
01/06/2018 04:20,34,0.13877551
01/06/2018 04:25,34,0.13877551
01/06/2018 04:30,34,0.13877551
01/06/2018 04:35,34,0.13877551
01/06/2018 04:40,34,0.13877551
01/06/2018 04:45,34,0.13877551
01/06/2018 04:50,34,0.13877551
01/06/2018 04:55,34,0.13877551
01/06/2018 05:00,34,0.13877551
01/06/2018 05:05,34,0.13877551
01/06/2018 05:10,34,0.13877551
01/06/2018 05:15,34,0.13877551
01/06/2018 05:20,34,0.13877551
01/06/2018 05:25,34,0.13877551
01/06/2018 05:30,34,0.13877551
01/06/2018 05:35,34,0.13877551
01/06/2018 05:40,34,0.13877551
01/06/2018 05:45,34,0.13877551
01/06/2018 05:50,34,0.13877551
01/06/2018 05:55,34,0.13877551
01/06/2018 06:00,34,0.13877551
01/06/2018 06:05,34,0.13877551
01/06/2018 06:10,34,0.13877551
01/06/2018 06:15,34,0.13877551
01/06/2018 06:20,34,0.13877551
01/06/2018 06:25,34,0.13877551
01/06/2018 06:30,34,0.13877551
01/06/2018 06:35,34,0.13877551
01/06/2018 06:40,34,0.13877551
01/06/2018 06:45,34,0.13877551
01/06/2018 06:50,34,0.13877551
01/06/2018 06:55,33,0.134693878
01/06/2018 07:00,35,0.142857143
01/06/2018 07:05,34,0.13877551
01/06/2018 07:10,34,0.13877551
01/06/2018 07:15,35,0.142857143
01/06/2018 07:20,37,0.151020408
01/06/2018 07:25,40,0.163265306
01/06/2018 07:30,40,0.163265306
01/06/2018 07:35,42,0.171428571
01/06/2018 07:40,47,0.191836735
01/06/2018 07:45,50,0.204081633
01/06/2018 07:50,51,0.208163265
01/06/2018 07:55,51,0.208163265
01/06/2018 08:00,51,0.208163265
01/06/2018 08:05,57,0.232653061
01/06/2018 08:10,59,0.240816327
01/06/2018 08:15,61,0.248979592
01/06/2018 08:20,62,0.253061224
01/06/2018 08:25,66,0.269387755
01/06/2018 08:30,69,0.281632653
01/06/2018 08:35,69,0.281632653
01/06/2018 08:40,69,0.281632653
01/06/2018 08:45,72,0.293877551
01/06/2018 08:50,76,0.310204082
01/06/2018 08:55,81,0.330612245
01/06/2018 09:00,80,0.326530612
01/06/2018 09:05,86,0.351020408
01/06/2018 09:10,91,0.371428571
01/06/2018 09:15,90,0.367346939
01/06/2018 09:20,96,0.391836735
01/06/2018 09:25,96,0.391836735
01/06/2018 09:30,93,0.379591837
01/06/2018 09:35,95,0.387755102
01/06/2018 09:40,94,0.383673469
01/06/2018 09:45,92,0.375510204
01/06/2018 09:50,95,0.387755102
01/06/2018 09:55,97,0.395918367
01/06/2018 10:00,101,0.412244898
01/06/2018 10:05,102,0.416326531
01/06/2018 10:10,102,0.416326531
01/06/2018 10:15,101,0.412244898
01/06/2018 10:20,100,0.408163265
01/06/2018 10:25,99,0.404081633
01/06/2018 10:30,100,0.408163265
01/06/2018 10:35,104,0.424489796
01/06/2018 10:40,106,0.432653061
01/06/2018 10:45,105,0.428571429
01/06/2018 10:50,110,0.448979592
01/06/2018 10:55,110,0.448979592
01/06/2018 11:00,109,0.444897959
01/06/2018 11:05,109,0.444897959
01/06/2018 11:10,114,0.465306122
01/06/2018 11:15,113,0.46122449
01/06/2018 11:20,109,0.444897959
01/06/2018 11:25,114,0.465306122
01/06/2018 11:30,114,0.465306122
01/06/2018 11:35,115,0.469387755
01/06/2018 11:40,115,0.469387755
01/06/2018 11:45,119,0.485714286
01/06/2018 11:50,117,0.47755102
01/06/2018 11:55,119,0.485714286
01/06/2018 12:00,118,0.481632653
01/06/2018 12:05,118,0.481632653
01/06/2018 12:10,116,0.473469388
01/06/2018 12:15,121,0.493877551
01/06/2018 12:20,121,0.493877551
01/06/2018 12:25,121,0.493877551
01/06/2018 12:30,121,0.493877551
01/06/2018 12:35,121,0.493877551
01/06/2018 12:40,119,0.485714286
01/06/2018 12:45,120,0.489795918
01/06/2018 12:50,118,0.481632653
01/06/2018 12:55,122,0.497959184
01/06/2018 13:00,122,0.497959184
01/06/2018 13:05,124,0.506122449
01/06/2018 13:10,124,0.506122449
01/06/2018 13:15,124,0.506122449
01/06/2018 13:20,126,0.514285714
01/06/2018 13:25,124,0.506122449
01/06/2018 13:30,122,0.497959184
01/06/2018 13:35,125,0.510204082
01/06/2018 13:40,123,0.502040816
01/06/2018 13:45,119,0.485714286
01/06/2018 13:50,119,0.485714286
01/06/2018 13:55,119,0.485714286
01/06/2018 14:00,118,0.481632653
01/06/2018 14:05,120,0.489795918
01/06/2018 14:10,119,0.485714286
01/06/2018 14:15,117,0.47755102
01/06/2018 14:20,110,0.448979592
01/06/2018 14:25,112,0.457142857
01/06/2018 14:30,110,0.448979592
01/06/2018 14:35,110,0.448979592
01/06/2018 14:40,110,0.448979592
