TIME,OCCUPANCY,RATE
01/06/2018 00:00,80,0.311284047
01/06/2018 00:05,78,0.303501946
01/06/2018 00:10,77,0.299610895
01/06/2018 00:15,77,0.299610895
01/06/2018 00:20,77,0.299610895
01/06/2018 00:25,77,0.299610895
01/06/2018 00:30,77,0.299610895
01/06/2018 00:35,77,0.299610895
01/06/2018 00:40,77,0.299610895
01/06/2018 00:45,77,0.299610895
01/06/2018 00:50,78,0.303501946
01/06/2018 00:55,78,0.303501946
01/06/2018 01:00,78,0.303501946
01/06/2018 01:05,78,0.303501946
01/06/2018 01:10,78,0.303501946
01/06/2018 01:15,78,0.303501946
01/06/2018 01:20,78,0.303501946
01/06/2018 01:25,78,0.303501946
01/06/2018 01:30,78,0.303501946
01/06/2018 01:35,78,0.303501946
01/06/2018 01:40,78,0.303501946
01/06/2018 01:45,78,0.303501946
01/06/2018 01:50,78,0.303501946
01/06/2018 01:55,78,0.303501946
01/06/2018 02:00,78,0.303501946
01/06/2018 02:05,78,0.303501946
01/06/2018 02:10,78,0.303501946
01/06/2018 02:15,78,0.303501946
01/06/2018 02:20,78,0.303501946
01/06/2018 02:25,78,0.303501946
01/06/2018 02:30,78,0.303501946
01/06/2018 02:35,78,0.303501946
01/06/2018 02:40,78,0.303501946
01/06/2018 02:45,79,0.307392996
01/06/2018 02:50,79,0.307392996
01/06/2018 02:55,80,0.311284047
01/06/2018 03:00,82,0.319066148
01/06/2018 03:05,82,0.319066148
01/06/2018 03:10,82,0.319066148
01/06/2018 03:15,82,0.319066148
01/06/2018 03:20,82,0.319066148
01/06/2018 03:25,82,0.319066148
01/06/2018 03:30,82,0.319066148
01/06/2018 03:35,82,0.319066148
01/06/2018 03:40,83,0.322957198
01/06/2018 03:45,84,0.326848249
01/06/2018 03:50,84,0.326848249
01/06/2018 03:55,84,0.326848249
01/06/2018 04:00,84,0.326848249
01/06/2018 04:05,84,0.326848249
01/06/2018 04:10,84,0.326848249
01/06/2018 04:15,84,0.326848249
01/06/2018 04:20,84,0.326848249
01/06/2018 04:25,84,0.326848249
01/06/2018 04:30,84,0.326848249
