RMSE,MAPE,R2,RAE,TRAIN,TEST
1.76396996,2.16561171,97.7072505,14.4520779,0.000338082,0.000314657
1.92889632,2.42847621,97.084106,16.6120171,0.000295196,0.000400178
1.98795784,2.52683722,96.6250065,17.3860632,0.000410966,0.000463184
1.89409058,2.38206965,97.0272746,16.22738945,0.000491838,0.000407977
1.80067705,2.23800546,97.5666205,14.9134689,0.000419202,0.000333957
1.83852112,2.2923841,97.4738349,14.975278,0.000308572,0.000346691
1.9571342,2.51126614,96.9049756,16.4558305,0.000291674,0.000424761
1.99017621,2.58974061,96.5767972,17.01657235,0.000357502,0.0004698
1.93391801,2.50809312,96.8137289,16.42785475,0.000400476,0.000437284
1.84645357,2.36087372,97.3228292,15.391678,0.000369308,0.000367415
1.77767582,2.23717391,97.645488,14.6205765,0.000305639,0.000323133
1.79599178,2.248458,97.5787898,14.879379,0.000275143,0.000332287
1.83600739,2.29253003,97.404224,15.3023438,0.000302442,0.000356244
1.80337686,2.24461695,97.5055595,14.9835906,0.000339185,0.000342337
1.73141029,2.14136885,97.7685905,14.1967419,0.000324577,0.000306239
1.70640197,2.10896606,97.8590599,13.8984778,0.000279371,0.000293823
1.74242253,2.17109274,97.7413219,14.3162084,0.000259759,0.000309981
1.77811686,2.23034437,97.607404,14.7449236,0.000274364,0.00032836
1.76783694,2.20521773,97.6418691,14.56123885,0.000294537,0.00032363
1.71571905,2.11514916,97.8193898,13.9278047,0.0002911,0.000299267
1.66849856,2.03467347,97.959931,13.4097544,0.000267829,0.000279979
1.6581947,2.02229851,97.9883533,13.44887655,0.00025175,0.000276078
1.67008898,2.04202074,97.9545694,13.7054575,0.000253956,0.000280715
1.67496083,2.04548398,97.9363161,13.7802702,0.00026447,0.00028322
1.65751482,2.00847635,97.9864119,13.4955792,0.000269296,0.000276345
1.63134838,1.95214491,98.0533959,13.03063725,0.000260114,0.000267152
1.6311803,1.94640402,98.05088,12.95304175,0.000246702,0.000267497
