RMSE,MAPE,R2,RAE,TRAIN,TEST
3.97465329,5.07252493,92.9867519,21.6050665,0.00128876,0.001593661
3.98784107,5.07700704,92.9445008,21.6662335,0.001283616,0.001603263
3.9741576,5.00834811,92.9901111,21.4495304,0.001297612,0.001592898
3.96033044,5.00997403,93.0356055,21.4119071,0.001288953,0.00158256
3.97087214,5.14007423,92.9998749,21.7754511,0.001276654,0.001590679
3.96691164,5.19188392,93.0120414,21.9020486,0.001282015,0.001587915
3.95401026,5.15286382,93.0544156,21.7741182,0.00127778,0.001578286
3.95734888,5.14320921,93.0436627,21.7625636,0.001269702,0.001580729
3.9562971,5.14973409,93.0476791,21.7779085,0.001275205,0.001579817
3.94828218,5.16392201,93.0747075,21.7863378,0.001275197,0.001573674
3.95203393,5.22831752,93.0625996,21.9591027,0.00126742,0.001576426
3.9524905,5.24226348,93.060754,21.9968487,0.001268153,0.001576845
3.9426134,5.18521882,93.0927755,21.8293651,0.001268059,0.001569569
3.94105573,5.14097735,93.0973938,21.7108739,0.00126181,0.00156852
3.94271819,5.13420785,93.0918035,21.6984804,0.001262275,0.00156979
3.93881365,5.13647903,93.1047191,21.6900799,0.001264169,0.001566855
3.93911944,5.17407939,93.1039268,21.7883257,0.001260286,0.001567035
3.94091186,5.20678518,93.098002,21.8776736,0.001259268,0.001568381
3.93511342,5.19051327,93.116945,21.8240316,0.001260179,0.001564076
3.9303106,5.15892425,93.132378,21.7324923,0.001256843,0.00156057
3.92988913,5.15159661,93.1334125,21.7155344,0.001255182,0.001560335
3.92785471,5.16628727,93.1398305,21.748346,0.001256267,0.001558876
3.92744925,5.20680606,93.1412225,21.8523196,0.001254502,0.001558561
3.92905935,5.23764461,93.1361161,21.9342631,0.001252898,0.00155972
3.92604983,5.22333386,93.146005,21.8902521,0.001253321,0.001557473
3.92124553,5.1805138,93.1615909,21.7681161,0.001251808,0.001553932
3.91924678,5.14679795,93.1680195,21.6756653,0.001249846,0.001552471
3.91785663,5.13913837,93.172414,21.6518814,0.001249797,0.001551472
3.91695912,5.15277915,93.175224,21.6837289,0.001248922,0.001550834
3.91762411,5.1701883,93.1731021,21.7299833,0.001247396,0.001551316
3.91631338,5.16692746,93.1774932,21.7182865,0.001247319,0.001550318
3.91280141,5.14264808,93.1889982,21.6473254,0.001246603,0.001547704
3.91041979,5.11954025,93.1967235,21.5824617,0.0012451,0.001545948
3.90887133,5.11231489,93.2016806,21.5612631,0.001244555,0.001544822
3.90730184,5.1197858,93.2066727,21.5780755,0.001243992,0.001543687
3.90695886,5.13655855,93.2077286,21.6218868,0.001242725,0.001543448
3.90641321,5.14400269,93.2094993,21.6401581,0.00124216,0.001543045
3.90431865,5.13274213,93.216327,21.6057338,0.001241817,0.001541494
3.90207303,5.11179727,93.2236634,21.545758,0.001240793,0.001539827
3.90065235,5.09892743,93.2283156,21.5086668,0.001240082,0.001538769
3.89958047,5.09837395,93.2318142,21.5037363,0.001239631,0.001537974
3.89898621,5.1068942,93.233718,21.5240398,0.001238712,0.001537542
3.89869695,5.11312239,93.2346655,21.5387322,0.001238,0.001537327
3.89723527,5.10502784,93.2394231,21.5137082,0.001237537,0.001536246
3.89537053,5.09117206,93.24551,21.4728666,0.001236839,0.001534863
3.89411594,5.08402454,93.2495945,21.4511925,0.001236111,0.001533934
3.89303939,5.08521118,93.2531276,21.4516493,0.001235633,0.001533132
3.89223371,5.09369712,93.2557174,21.4722761,0.001234978,0.001532543
3.89161051,5.10135587,93.257728,21.4908895,0.00123423,0.001532086
3.89047186,5.10085701,93.2614344,21.4872845,0.001233735,0.001531244
3.88891833,5.09431525,93.2664214,21.4667431,0.00123312,0.00153011
3.88771338,5.08734858,93.2703425,21.4458268,0.001232479,0.001529219
3.88660458,5.08458582,93.2739763,21.4358316,0.001231934,0.001528394
3.88598054,5.08991974,93.2760491,21.4477707,0.001231418,0.001527923
3.885402,5.09417679,93.277987,21.4571124,0.001230752,0.001527482
3.8844989,5.09238091,93.2809866,21.4498995,0.001230229,0.001526801
3.88335879,5.08718057,93.2846951,21.4330362,0.001229672,0.001525958
3.8823243,5.08152197,93.2880331,21.4152179,0.001229061,0.001525199
3.88158396,5.08053958,93.290453,21.4104852,0.001228526,0.001524649
3.88062344,5.08006775,93.2936368,21.4068963,0.001228035,0.001523926
3.87993042,5.08304694,93.2959644,21.4129115,0.001227405,0.001523397
3.87916461,5.08512918,93.2984995,21.4164506,0.001226912,0.001522821
3.87787667,5.08142858,93.3027008,21.4040041,0.001226373,0.001521866
3.87689255,5.07786871,93.305921,21.3923831,0.001225812,0.001521135
3.87604703,5.07754173,93.3086826,21.3895739,0.001225312,0.001520507
3.87525889,5.07903536,93.3112794,21.3916118,0.001224774,0.001519917
3.87448,5.08159975,93.3138235,21.3964804,0.001224289,0.001519339
3.87367229,5.08114023,93.3165154,21.3932413,0.001223759,0.001518727
3.87283588,5.07872818,93.3193062,21.3846442,0.001223249,0.001518094
3.87187003,5.07423523,93.3224923,21.3703183,0.001222732,0.001517369
3.87093035,5.07112489,93.3256044,21.3597726,0.001222239,0.001516661
3.87029341,5.07144266,93.327723,21.3587353,0.001221727,0.001516181
3.8696992,5.0731824,93.3297089,21.3612533,0.001221211,0.001515729
3.86892605,5.07264415,93.3322785,21.3576626,0.00122076,0.001515145
3.86797893,5.06913662,93.3354265,21.346429,0.001220247,0.00151443
3.8671879,5.06723936,93.3380495,21.3395052,0.00121974,0.001513834
3.86617145,5.06389575,93.3413969,21.328516,0.001219297,0.001513074
3.86533868,5.06206423,93.3441887,21.3215305,0.001218822,0.001512439
3.86478797,5.06459512,93.3460535,21.3264863,0.001218287,0.001512015
3.86418433,5.06719717,93.3480435,21.3316796,0.001217835,0.001511563
3.86334512,5.06557195,93.3508314,21.3254788,0.001217367,0.00151093
3.8623468,5.06177934,93.3541474,21.3133364,0.001216891,0.001510176
3.86145636,5.05914096,93.3570845,21.3044949,0.001216399,0.001509509
3.86074468,5.0583576,93.3594773,21.3005123,0.001215907,0.001508965
3.86014638,5.05929215,93.3614936,21.3011882,0.001215443,0.001508507
3.85950632,5.05949501,93.3636651,21.2997834,0.001214994,0.001508013
3.85890141,5.0599379,93.3656914,21.2990184,0.001214517,0.001507552
3.85812016,5.05745257,93.368297,21.2906835,0.001214081,0.001506961
3.85722542,5.05452235,93.3712735,21.2810532,0.001213595,0.001506284
3.85635879,5.05181645,93.3741619,21.2719903,0.001213139,0.001505628
3.85568544,5.05040913,93.3764761,21.2666418,0.001212668,0.001505102
3.85504936,5.05088499,93.3786099,21.2660039,0.001212247,0.001504617
3.8543609,5.05092756,93.3808895,21.2644058,0.001211772,0.001504099
3.85389021,5.05202925,93.3824935,21.2657591,0.001211328,0.001503735
3.85315209,5.05048862,93.384961,21.2598104,0.001210844,0.001503174
3.85222921,5.04841953,93.3880274,21.2525483,0.001210388,0.001502477
3.85145059,5.04727858,93.3906546,21.2477626,0.00120996,0.00150188
3.85069144,5.04531819,93.3932158,21.2407372,0.001209504,0.001501298
3.85003634,5.04512207,93.39543,21.2385394,0.001209088,0.001500795
3.84938011,5.04523976,93.3976143,21.2367902,0.001208597,0.001500299
3.84890817,5.0461193,93.399232,21.2376615,0.001208138,0.001499931
3.84826291,5.04624214,93.4013841,21.2362752,0.001207752,0.001499442
3.8474742,5.04416413,93.4040466,21.2290703,0.001207269,0.001498837
3.84664663,5.04152455,93.4068274,21.2203281,0.001206824,0.001498205
3.84586134,5.03902289,93.4094826,21.2118099,0.001206415,0.001497601
3.84522648,5.03826521,93.4116109,21.2080658,0.00120596,0.001497118
3.84463801,5.03905601,93.4135905,21.2085698,0.001205532,0.001496668
3.84427752,5.04071356,93.4148643,21.2114975,0.00120508,0.001496379
3.84367337,5.04104719,93.4169096,21.2109503,0.00120464,0.001495914
3.84290904,5.03882784,93.4194936,21.2035046,0.001204207,0.001495327
3.84202288,5.03514383,93.4224634,21.1919216,0.001203756,0.001494652
3.84125472,5.03290635,93.4250495,21.1841627,0.001203367,0.001494065
3.84057726,5.03266025,93.427303,21.1819266,0.001202898,0.001493552
3.84003345,5.03346488,93.429152,21.1823132,0.001202497,0.001493132
3.83976381,5.03658235,93.4301242,21.1892763,0.001202073,0.001492911
3.83922805,5.03737114,93.4319546,21.1899682,0.001201643,0.001492495
3.83832288,5.03389272,93.4349768,21.1789532,0.001201144,0.001491808
3.83757146,5.0310166,93.4375295,21.1697202,0.00120078,0.001491229
3.83666045,5.0266211,93.440593,21.1561933,0.001200345,0.001490532
3.83613386,5.02776843,93.4423817,21.1577919,0.001199934,0.001490126
3.83577389,5.03031811,93.4436324,21.1630394,0.00119943,0.001489842
3.83518348,5.03036158,93.4456284,21.1616779,0.00119908,0.001489388
3.83461785,5.0296773,93.4475633,21.1584708,0.001198623,0.001488948
3.83382516,5.02744902,93.4502273,21.1508414,0.001198192,0.001488343
3.83314543,5.0260371,93.4525264,21.1454681,0.001197772,0.001487821
3.83237075,5.02374477,93.4551495,21.1376615,0.001197346,0.001487224
3.83171397,5.02274243,93.4573935,21.1333837,0.001196948,0.001486715
3.83131512,5.02480258,93.4587681,21.137544,0.001196497,0.001486403
3.83069469,5.02474636,93.4608436,21.1359426,0.001196102,0.001485931
3.83008167,5.023797,93.4629315,21.1319661,0.001195669,0.001485456
3.82946807,5.0233101,93.4649939,21.1291937,0.001195224,0.001484988
3.82877452,5.02122686,93.4673697,21.1219587,0.001194828,0.001484448
3.82801911,5.01917194,93.4699276,21.1148479,0.001194438,0.001483866
3.82751494,5.01913018,93.4716696,21.1133172,0.001194005,0.001483471
3.8268542,5.01767927,93.473901,21.1080449,0.00119356,0.001482964
3.82630459,5.01764762,93.475791,21.1063643,0.001193167,0.001482534
3.82582662,5.01907435,93.4774048,21.108766,0.001192742,0.001482168
3.82523326,5.01841548,93.4794334,21.1055186,0.001192328,0.001481707
3.82458386,5.01778763,93.4816456,21.1023985,0.001191927,0.001481204
3.82377006,5.01484809,93.4843868,21.0931152,0.001191463,0.001480581
3.82305168,5.01306866,93.4868191,21.0868115,0.001191073,0.001480028
3.82244255,5.01290962,93.4888588,21.0847692,0.001190669,0.001479565
3.82222204,5.01523792,93.4896896,21.0897557,0.001190261,0.001479376
3.82162122,5.01539462,93.4917095,21.0885427,0.00118985,0.001478917
3.82098962,5.01322595,93.4938805,21.0813074,0.001189404,0.001478424
3.82020997,5.01074584,93.4965156,21.0731608,0.001189007,0.001477825
3.81952802,5.00861009,93.4988491,21.0660332,0.001188621,0.001477295
3.81893044,5.00805553,93.500876,21.0632501,0.001188177,0.001476834
3.81861987,5.01092498,93.5019684,21.0693633,0.001187777,0.001476586
3.8180173,5.01079688,93.5039955,21.0674862,0.001187388,0.001476125
3.8173266,5.00905697,93.5063319,21.0615238,0.001186966,0.001475594
3.81662337,5.00707756,93.5087345,21.0547813,0.001186569,0.001475048
3.81601185,5.0059434,93.5108144,21.0504521,0.001186161,0.001474576
3.81561808,5.00771286,93.51217,21.0539108,0.00118574,0.001474268
3.81493934,5.00614548,93.5144801,21.0482072,0.001185295,0.001473743
3.81425252,5.00430785,93.5168144,21.0416216,0.001184893,0.001473212
3.81367917,5.00298707,93.5188002,21.0366977,0.001184519,0.001472761
3.81320436,5.00352191,93.52043,21.0366951,0.001184101,0.001472391
3.81274188,5.00474039,93.5219986,21.0384234,0.001183706,0.001472034
3.81202911,5.00280361,93.52441,21.031831,0.001183311,0.001471486
3.81130219,5.00105726,93.5268618,21.025665,0.001182848,0.001470929
3.81073571,4.99973772,93.5288204,21.0209947,0.001182482,0.001470484
3.81030487,5.0010829,93.5302985,21.0232693,0.001182072,0.001470148
3.80970416,4.99998997,93.5323437,21.0189182,0.001181666,0.001469683
3.80909333,4.99917115,93.534435,21.015452,0.001181282,0.001469208
3.80842024,4.99745403,93.5367151,21.0093831,0.001180875,0.00146869
