RMSE,MAPE,R2,RAE,TRAIN,TEST
64.8620838,99.0262977,-3537.053056,695.202173,0.617852651,0.499149226
61.5161618,93.6224687,-3181.686227,657.77904,0.559297388,0.450378688
57.9946558,87.9208121,-2847.996717,618.677398,0.505693942,0.404583126
54.2796536,81.9213913,-2530.369713,577.866447,0.4554427,0.360991997
50.5265866,75.8045272,-2234.27116,536.1971314,0.408845248,0.320355419
46.7230695,69.5469354,-1958.355102,493.4930446,0.364087385,0.2824887
42.8408909,63.2682076,-1701.194903,449.584619,0.322072073,0.247196021
38.9026043,57.321288,-1465.36237,406.284878,0.2825595,0.214830355
35.1549748,51.8643516,-1257.143342,364.6355195,0.245351228,0.186254385
32.0664224,47.3893854,-1084.860891,328.492832,0.211540315,0.162610335
30.4259884,45.2193814,-950.5209886,308.0985404,0.182479826,0.144173514
29.8615881,44.6676726,-849.6468548,300.4441746,0.158502878,0.130329551
29.3770352,44.1505689,-771.7375554,294.721583,0.139338168,0.119637272
28.4282937,43.0719645,-699.072244,285.7796075,0.123864175,0.109664693
27.1161577,41.375213,-633.3319343,271.79894,0.110167575,0.100642489
25.6837677,39.4320821,-568.239576,255.4571235,0.097050999,0.091709214
24.9727846,38.3597878,-508.6257781,245.213342,0.085198021,0.08352781
24.6391131,37.8558096,-459.8576879,240.082596,0.074526975,0.076834879
24.048751,36.9189578,-412.7557783,232.5240886,0.065583431,0.070370614
23.19498505,35.4972989,-369.4270485,222.2748365,0.057922728,0.064424178
22.0014732,33.5745293,-319.6261306,208.874482,0.050795753,0.057589496
20.5448766,31.1277953,-263.4871746,191.9187465,0.043403989,0.049884988
19.160926,28.8209887,-209.6417239,176.4542391,0.03608988,0.042495235
17.9148689,26.787984,-162.5338383,162.9463414,0.029094813,0.036030147
16.73191585,25.0014048,-122.4393775,151.5604745,0.023162934,0.030527583
15.7577221,23.47895075,-95.62580647,141.256884,0.01831183,0.02684769
15.0281551,22.3369,-79.52432585,133.660371,0.015228305,0.024637921
14.7958377,21.9543682,-74.7636763,131.6799276,0.013818404,0.023984569
14.8315963,21.982956,-76.92860256,132.839637,0.013797664,0.024281684
14.9167028,22.0346051,-81.05256102,134.574212,0.014812271,0.024847656
15.01557755,22.1249389,-85.98829178,136.309951,0.016075511,0.025525036
15.0198491,22.07373385,-87.07087298,136.7554994,0.017487724,0.02567361
14.98842625,22.0986165,-87.11421225,137.542732,0.018202413,0.025679557
14.7260137,21.682873,-78.36261113,134.9533514,0.018459614,0.024478489
14.3956793,21.1653724,-68.22372278,131.2473495,0.017856101,0.023087028
14.01606262,20.5774668,-57.01457667,126.9587474,0.016472369,0.021548683
13.50982208,19.7281496,-43.10256176,120.7112175,0.014956193,0.019639398
13.06795965,18.9399559,-32.46908692,115.0555872,0.01308457,0.01818006
12.58203901,18.1200651,-21.2914355,109.3320383,0.011431433,0.016646038
12.3249281,17.7249484,-15.62314807,106.2016084,0.010092074,0.015868123
12.13582685,17.3472074,-11.81837184,103.4120492,0.008910974,0.015345955
12.0389262,17.2551839,-10.4332769,102.1223195,0.008018495,0.015155865
12.06226556,17.2626885,-11.15224146,101.6043366,0.007577759,0.015254535
12.1230358,17.3419311,-12.63013359,101.6654017,0.007139202,0.01545736
12.15124434,17.3885938,-13.93556985,101.802949,0.007143549,0.01563652
12.18489447,17.3984267,-15.03369604,101.6711055,0.007134161,0.015787226
12.19030651,17.4566319,-15.893912,101.7472202,0.006918749,0.015905283
12.32261796,17.64193683,-18.4500139,102.7241362,0.007106756,0.016256082
12.36183836,17.7615822,-18.8257453,103.479002,0.007182538,0.016307647
12.44569493,17.93858925,-20.1944777,104.4073855,0.007077199,0.016495492
12.41168018,17.9332013,-19.14672509,104.3642252,0.007182065,0.0163517
12.30001244,17.8311874,-17.23088655,103.7077111,0.007170007,0.016088768
12.25440177,17.74033463,-15.63374098,103.1489378,0.007070601,0.015869577
12.1106144,17.57086776,-12.95878598,101.934982,0.00684106,0.015502466
12.00648357,17.3729669,-10.1112727,100.8020969,0.006533403,0.015111673
11.89512581,17.2768247,-7.94585886,100.0814594,0.00642336,0.014814492
11.8141932,17.1665265,-6.37486415,99.591491,0.006167721,0.014598888
11.65978414,16.94164724,-3.65478632,98.110446,0.00600301,0.014225584
11.57566416,16.8562212,-2.36603079,97.7152765,0.005902162,0.014048716
11.5000831,16.7632764,-1.1205395,97.1342596,0.005720175,0.013877785
11.46616377,16.664904,-0.30738491,96.4860661,0.005586915,0.013766187
11.4408134,16.67109595,-0.03331755,96.4728256,0.005495106,0.013728574
11.4601092,16.66078557,-0.12771962,96.4187874,0.005492092,0.013741531
11.42830172,16.65815475,0.228643084,96.3946676,0.005517388,0.013692622
11.4562701,16.68811416,-0.16728581,96.5546826,0.005468859,0.01374696
11.44657484,16.69554586,-0.14961474,96.5369906,0.005426378,0.013744535
11.45270096,16.74599564,-0.41964857,96.6259944,0.00541888,0.013781594
11.48760422,16.7939842,-0.78434285,96.869683,0.005438432,0.013831644
