RMSE,MAPE,R2,RAE,TRAIN,TEST
60.1451105,103.1328191,-205.4421036,149.6171295,0.413760192,0.411933798
56.4330878,96.77341,-169.7641083,139.693505,0.362632423,0.363816778
52.9450208,91.3711269,-138.3518827,130.582146,0.317509406,0.321452729
49.8599502,89.3371198,-111.7680145,123.4226793,0.278816325,0.285600461
46.9370336,88.4367648,-88.39260896,116.9139012,0.244545393,0.254075272
44.462064,89.407963,-68.99464252,111.58119,0.21610374,0.227914247
42.2127941,91.6818115,-52.43758223,106.864515,0.192523829,0.2055846
40.4287645,96.034026,-39.86973447,103.7590268,0.173744711,0.188635006
39.0192452,101.5255435,-30.32965774,101.7281438,0.159139221,0.175768796
37.8758143,106.5612214,-23.14918449,99.9264939,0.148775322,0.166084878
37.3666343,111.0376008,-19.14012453,99.2271958,0.141491265,0.160678051
37.0035374,114.1611831,-16.10485215,98.53366,0.137233906,0.156584539
36.6853309,115.6712187,-13.63839762,97.5826289,0.134813078,0.153258167
36.4418403,115.7983735,-11.55107281,96.7478367,0.132897548,0.150443104
36.0323951,113.9819873,-8.79234201,95.4069695,0.130775393,0.146722545
35.4809709,110.8149706,-5.55847163,93.6277254,0.12742294,0.142361192
34.997842,106.8791492,-2.5598459,91.9526091,0.123564952,0.138317108
34.356476,102.2347843,1.02825495,89.984129,0.118340678,0.133478022
34.0591283,97.828634,3.352619,88.5922514,0.113992812,0.130343272
33.612543,93.6123125,6.0978401,87.0038124,0.110233291,0.126640935
33.3234679,90.0421073,8.1283607,85.9375636,0.106917736,0.12390247
33.0012111,86.6540267,10.2305784,84.7772325,0.103102838,0.121067329
32.7409508,83.6150786,12.1625418,83.8872336,0.100187988,0.118461788
32.4819957,81.1907629,14.03063,82.971193,0.097055899,0.115942398
32.1864299,79.2813005,16.0033761,82.1228167,0.094901661,0.113281854
31.6902979,77.3193374,18.6978269,80.6594243,0.092486001,0.109647991
31.2431366,75.5789281,21.12137094,79.1503997,0.089451555,0.106379483
30.770973,74.3578556,23.64271544,77.7280539,0.08636532,0.102979077
30.2929812,73.2892238,26.24951624,76.4182436,0.083361056,0.099463421
29.94197855,72.9907671,28.20478001,75.4462024,0.080899762,0.096826466
29.3100599,72.339535,31.26321579,74.0587067,0.077967194,0.09270171
28.8015014,72.4573529,33.6915746,73.0926962,0.075038129,0.089426711
28.2357557,72.2438629,36.28016578,71.783909,0.072135436,0.085935609
27.8753732,72.5292711,38.1311568,70.9867895,0.069747748,0.083439273
27.296694,72.3433001,40.6121174,69.6621299,0.067735952,0.080093332
26.7183149,71.9883872,42.9668788,68.3318477,0.065145686,0.076917592
26.2165847,71.4851998,45.2032773,67.0749481,0.062366619,0.073901477
25.7234025,70.7482525,47.204683,65.9495374,0.060352148,0.071202284
25.2123527,69.929239,49.29713193,64.7348912,0.058052286,0.068380305
24.6580796,68.6360315,51.38113902,63.3420591,0.05600718,0.065569717
24.1829692,67.6410334,53.34262365,62.1719108,0.054152184,0.062924367
23.7345121,66.2631061,54.93536524,60.9817894,0.051069601,0.060776316
23.1901392,65.0340762,56.913297,59.5329134,0.049075191,0.058108784
22.632568,63.6193541,58.8356531,57.9510938,0.047024952,0.055516204
22.2854908,62.7696398,60.1440173,57.0264249,0.044922945,0.053751681
21.9861647,61.4069585,61.3246588,56.0602056,0.04381022,0.052159411
21.4292778,59.9172891,63.14385,54.6567625,0.042150976,0.049705964
21.3504952,59.1755058,63.651423,54.1839684,0.040967383,0.049021429
20.8786598,57.7411434,65.1902828,52.9513289,0.039690141,0.046946047
20.5263429,56.404278,66.44493,51.8802154,0.038498707,0.045253969
20.22634,54.8143809,67.3019653,50.7396413,0.037327686,0.044098131
19.984989,53.8449431,68.1484767,49.9226254,0.036129269,0.042956486
19.70529,52.9949812,69.1617725,49.2228995,0.035421867,0.041589905
19.3335028,51.4877258,70.2302367,47.8617146,0.03441718,0.040148922
19.0158788,51.1112705,71.1480946,47.0873598,0.033904854,0.038911056
18.69028515,50.0670918,72.087351,45.8746909,0.032448047,0.037644332
