RMSE,MAPE,R2,RAE,TRAIN,TEST
45.7615742,84.44897,-1125.049556,339.023431,0.341833343,0.278375187
42.2565493,78.3337084,-965.8683934,313.003567,0.295254656,0.24220352
39.530117,73.6213338,-836.5712781,291.9298695,0.25613164,0.212822569
37.0742183,69.1391268,-725.5806795,272.327508,0.22400116,0.187601521
34.71059845,65.3659282,-627.7739326,255.806916,0.197016724,0.165376327
32.4827374,61.583761,-540.5070083,239.9337724,0.172802001,0.145546152
30.4368888,57.6233754,-465.50905,223.800971,0.151635665,0.128503937
28.64866045,53.7362352,-404.1655488,208.1039279,0.133455792,0.114564486
27.2435338,51.4816057,-351.7978414,198.0078812,0.118298688,0.102664669
26.4653568,49.7973585,-309.3088178,190.4673037,0.105460837,0.093009641
25.7548553,48.3360937,-271.7872974,184.1493514,0.095058379,0.084483405
24.78703815,46.4475606,-235.1000433,176.662186,0.085665862,0.076146739
23.5313985,44.0974909,-196.4855098,167.4214,0.076483209,0.067372138
22.1264707,41.4169826,-158.1825514,156.6574999,0.067275212,0.058668332
20.7280143,38.7258408,-121.0856318,145.7715026,0.058004512,0.050238581
19.5388806,36.6351305,-89.79789643,136.904854,0.048964823,0.043128889
18.4520257,34.4075409,-62.23722364,127.7311,0.04098838,0.036866115
17.65197725,32.5317622,-42.0983131,120.2276655,0.034506185,0.032289832
16.89637155,30.7522628,-27.18977781,113.0937556,0.029395188,0.028902078
16.2867314,29.672954,-17.95705671,108.4841948,0.025582297,0.026804072
15.9889556,29.9995529,-14.63087992,108.7426125,0.023376093,0.026048245
16.1101352,30.7207749,-16.6785093,110.8466434,0.02225565,0.026513541
16.4629007,31.4357391,-21.92552199,112.9177625,0.022414711,0.02770585
16.9169197,32.1304818,-29.58128281,115.331563,0.023597408,0.029445513
17.2773696,32.7356338,-36.74020284,117.5538586,0.02521981,0.031072277
17.4093413,32.8751567,-39.91216824,118.1583116,0.026999042,0.031793062
17.3058796,32.6492134,-38.38240874,117.3689356,0.027550494,0.031445443
17.05423185,32.082949,-33.66977226,115.3163676,0.027375372,0.030374563
16.5791053,31.2248339,-25.24106489,112.123612,0.026136749,0.02845926
16.10047165,30.3224022,-16.75418642,108.9186146,0.024473308,0.026530738
15.51895045,29.299954,-7.69436252,105.3182285,0.022448665,0.02447202
15.0387915,28.453784,-0.73580108,102.5561124,0.020682794,0.022890786
14.5642698,27.5744045,5.43668898,99.7682551,0.019200047,0.021488175
14.2373614,26.8979013,9.42138901,97.8530993,0.017796988,0.020582708
14.0965099,26.290958,11.32165044,96.2967035,0.017199322,0.020150901
14.0488947,25.8127438,12.2215326,95.177988,0.016844806,0.019946415
14.103888,25.5788814,11.82383472,94.8471535,0.016640481,0.020036786
14.13061865,25.4639081,11.68262836,94.751537,0.016963354,0.020068873
14.1942518,25.5067844,10.9868871,95.1378161,0.017235901,0.020226971
14.22624035,25.4779443,10.60205241,95.154126,0.017354066,0.020314418
14.1685001,25.3072026,11.28421107,94.5360925,0.017451557,0.020159408
14.12726205,25.050314,11.78619591,93.8110415,0.017600192,0.020045339
13.996935,24.7017234,13.31526829,92.5954261,0.017431126,0.019697879
13.8513926,24.3471983,14.93097267,91.3886614,0.017146336,0.019330733
13.5842829,23.879772,17.89659498,89.6254831,0.016761443,0.018656837
13.4612714,23.7932243,19.25833451,89.1063246,0.016243693,0.018347402
13.2753012,23.6929023,21.21920223,88.4142082,0.015624381,0.017901821
13.11744605,23.7361176,22.90233563,87.9759129,0.015247351,0.017519354
13.067225,23.8789404,23.52669988,88.1626959,0.01489959,0.017377476
12.9777904,23.9195203,24.44612087,87.8995366,0.014622118,0.01716855
12.887981,23.8740667,25.35794313,87.544915,0.014475008,0.016961352
12.8677747,23.7516296,25.71183524,87.1541747,0.014359781,0.016880935
12.8176011,23.7738592,26.2653296,86.9994902,0.014162666,0.016755161
12.8631914,23.9068144,25.93084505,87.3193945,0.014175869,0.016831168
12.8024542,23.7918067,26.58144735,86.8502037,0.013950667,0.016683328
12.66506135,23.5275285,28.0038729,85.9365959,0.01402433,0.016360101
12.6487087,23.432007,28.3657302,85.6668806,0.013769157,0.016277875
12.5269485,23.2748326,29.6177742,84.9478375,0.013636965,0.015993365
12.4703003,23.156385,30.2844116,84.4912708,0.013395194,0.015841881
12.3490899,22.9692255,31.4186926,83.769779,0.013147476,0.015584132
12.2798995,22.8747155,32.1813564,83.4004161,0.013034015,0.015410827
12.17476365,22.6529416,33.2513753,82.511953,0.012887733,0.015167681
12.0196259,22.2190922,34.8185567,81.153202,0.012623688,0.014811562
12.0777742,22.3603161,34.1665046,81.5054059,0.012598601,0.014959731
11.9437763,22.195507,35.6334052,80.8871723,0.01233344,0.014626398
11.8994666,22.021692,36.0669884,80.3606817,0.012177312,0.014527873
11.7339903,21.6831513,37.8298738,79.0481896,0.012161474,0.014127282
11.7294056,21.5569559,37.80745005,78.8327987,0.011860218,0.014132377
11.6228183,21.3911197,38.7755301,78.1755585,0.011729068,0.013912394
11.548867,21.23669175,39.6736463,77.517449,0.011608395,0.01370831
11.4530714,21.0027628,40.637296,76.8493939,0.011527369,0.013489334
11.3831623,20.8514346,41.351991,76.2582671,0.011314691,0.01332693
11.2451975,20.4862083,42.7727265,75.0693958,0.010997181,0.013004088
11.2724751,20.437876,42.5747839,75.0093355,0.010788108,0.013049068
11.18020795,20.2849997,43.6090775,74.3229846,0.0107752,0.012814039
11.05242815,20.0255973,44.9246052,73.375677,0.010749188,0.012515104
10.9862841,19.8421459,45.558327,72.8061113,0.010506229,0.0123711
10.95875685,19.6036922,45.8777339,72.0577105,0.010421664,0.012298519
10.85194262,19.2728141,46.7744365,70.9489546,0.010185898,0.012094756
10.8693828,19.2758655,46.8083742,70.8185787,0.010183543,0.012087044
10.69487751,18.9851543,48.3097164,69.7961422,0.010017996,0.011745886
10.635827,18.8987088,48.8796513,69.3073691,0.009969943,0.011616376
10.5888605,18.7953701,49.3072119,68.9787521,0.009667739,0.011519219
10.5238056,18.6600558,49.9396184,68.2320114,0.009710523,0.011375513
10.4494016,18.5539306,50.7965455,67.8492241,0.009518038,0.011180789
10.39094939,18.3951749,51.2200657,67.374099,0.009409939,0.01108455
10.35061104,18.2955506,51.8155407,66.9750499,0.009378283,0.010949237
10.28544888,18.1246894,52.2752479,66.423413,0.009245809,0.010844775
10.27209762,18.0256541,52.4343777,66.1298821,0.009201795,0.010808615
10.11804147,17.7467558,53.8756504,65.0672059,0.008756269,0.010481106
10.0685166,17.5914448,54.2673167,64.5753531,0.008801692,0.010392105
9.99109204,17.5251566,55.0323435,64.1841416,0.008743875,0.010218264
9.9957416,17.4720822,55.0127984,64.1001552,0.008612855,0.010222705
9.81025121,17.1670103,56.7065694,62.932887,0.00838437,0.00983782
9.8608723,17.2206179,56.3049724,63.002292,0.00852052,0.009929077
9.8107089,17.2055664,56.748698,62.9205589,0.008322183,0.009828246
9.61029306,16.8667291,58.4116318,61.8045066,0.008172902,0.009450368
9.59597773,16.708735,58.6358057,61.4563777,0.008035376,0.009399428
9.44778439,16.38837225,59.8713606,60.2476229,0.007892872,0.009118665
9.49864003,16.3911202,59.4452219,60.2886,0.007895739,0.009215499
9.35554618,16.1149983,60.6101814,59.4330188,0.00777025,0.008950779
9.31769775,16.0583167,61.0072127,59.0649218,0.007466689,0.008860559
