TIME,Origin,L3F,LSTM,SVR
25/06/2018 01:00,64,66.40180767,68.78336847,65.51496494
25/06/2018 01:05,64,67.39275336,68.5854423,65.51496494
25/06/2018 01:10,64,68.78481805,69.21809852,65.51496494
25/06/2018 01:15,64,68.78481805,76.25465691,64.77785538
25/06/2018 01:20,64,67.29899168,69.40192282,64.77785538
25/06/2018 01:25,64,66.67870641,69.30784702,64.77785538
25/06/2018 01:30,64,66.46724701,71.34344935,64.77785538
25/06/2018 01:35,64,66.52175903,62.72133768,64.77785538
25/06/2018 01:40,64,66.99693799,80.80488324,64.77785538
25/06/2018 01:45,63,67.6758343,79.01651502,64.77785538
25/06/2018 01:50,63,67.6758343,72.33160257,64.77785538
25/06/2018 01:55,63,67.6758343,87.71679997,64.77785538
25/06/2018 02:00,63,67.6758343,78.53648841,64.77785538
25/06/2018 02:05,63,67.6758343,65.18881679,64.77785538
25/06/2018 02:10,63,67.6758343,83.29688668,64.77785538
25/06/2018 02:15,63,67.6758343,84.91430402,64.04448176
25/06/2018 02:20,64,66.1972779,87.54078209,64.04448176
25/06/2018 02:25,64,65.58989465,80.10113657,64.04448176
25/06/2018 02:30,64,65.37337005,73.4400475,64.04448176
25/06/2018 02:35,64,65.40685892,71.68103695,64.04448176
25/06/2018 02:40,64,65.89268088,79.62442815,64.04448176
25/06/2018 02:45,64,66.5856576,76.75990045,64.04448176
25/06/2018 02:50,64,66.5856576,67.63118327,64.77785538
25/06/2018 02:55,64,68.06451678,80.42062938,64.77785538
25/06/2018 03:00,64,68.6812216,84.80194449,64.77785538
25/06/2018 03:05,64,68.88985336,70.28439939,64.77785538
25/06/2018 03:10,64,68.84742498,72.03427583,64.77785538
25/06/2018 03:15,64,68.37013304,69.71796334,64.77785538
25/06/2018 03:20,64,67.6758343,90.8290273,64.77785538
25/06/2018 03:25,64,67.6758343,94.80086446,64.77785538
25/06/2018 03:30,64,67.6758343,92.20300257,64.77785538
25/06/2018 03:35,64,67.6758343,86.48099661,64.77785538
25/06/2018 03:40,64,67.6758343,67.56189466,64.77785538
25/06/2018 03:45,64,67.6758343,74.54168081,64.77785538
25/06/2018 03:50,64,67.6758343,69.85765249,64.77785538
25/06/2018 03:55,64,67.6758343,66.37961566,64.77785538
25/06/2018 04:00,64,67.6758343,70.74050069,64.77785538
25/06/2018 04:05,64,67.6758343,72.61294603,64.77785538
25/06/2018 04:10,64,67.6758343,84.96374667,64.77785538
25/06/2018 04:15,64,67.6758343,66.80818439,64.77785538
25/06/2018 04:20,64,67.6758343,82.16588199,64.77785538
25/06/2018 04:25,64,67.6758343,77.46472597,64.77785538
25/06/2018 04:30,64,67.6758343,74.90523279,64.77785538
25/06/2018 04:35,64,67.6758343,69.99446273,64.77785538
25/06/2018 04:40,64,67.6758343,81.99630857,64.77785538
25/06/2018 04:45,64,67.6758343,69.96713281,64.77785538
25/06/2018 04:50,64,67.6758343,73.73675048,64.77785538
25/06/2018 04:55,64,67.6758343,73.19206893,64.77785538
25/06/2018 05:00,64,67.6758343,73.83156836,64.77785538
25/06/2018 05:05,64,67.6758343,72.18521535,64.77785538
25/06/2018 05:10,64,67.6758343,71.32549226,64.77785538
25/06/2018 05:15,64,67.6758343,75.58330715,64.77785538
25/06/2018 05:20,64,67.6758343,68.68911088,64.77785538
25/06/2018 05:25,64,67.6758343,67.56396592,64.77785538
25/06/2018 05:30,64,67.6758343,68.95747662,64.77785538
25/06/2018 05:35,64,67.6758343,60.60504705,64.77785538
25/06/2018 05:40,64,67.6758343,70.12630641,64.77785538
25/06/2018 05:45,64,67.6758343,80.40187061,64.77785538
25/06/2018 05:50,64,67.6758343,70.63371301,64.77785538
25/06/2018 05:55,64,67.6758343,79.0165025,64.77785538
25/06/2018 06:00,64,67.6758343,71.58895969,64.77785538
25/06/2018 06:05,64,67.6758343,71.8350929,64.77785538
25/06/2018 06:10,64,67.6758343,80.46700001,64.77785538
25/06/2018 06:15,64,67.6758343,74.79685903,64.77785538
25/06/2018 06:20,64,67.6758343,76.34391099,64.77785538
25/06/2018 06:25,64,67.6758343,64.82130289,64.77785538
25/06/2018 06:30,65,67.6758343,68.77527118,64.77785538
25/06/2018 06:35,65,67.6758343,67.77962357,64.77785538
