TIME,Origin,L3F,LSTM,SVR
25/06/2018 01:00,80,78.31080947,80.54006618,76.95018577
25/06/2018 01:05,80,79.76749592,80.79044932,76.95018577
25/06/2018 01:10,80,80.14815438,77.78694238,76.01265508
25/06/2018 01:15,79,79.60591303,81.26922269,76.95018577
25/06/2018 01:20,79,80.17921475,87.53484436,76.95018577
25/06/2018 01:25,79,80.567258,79.76368005,77.89137721
25/06/2018 01:30,79,82.14385505,82.15653943,77.89137721
25/06/2018 01:35,78,83.10730383,85.15008639,77.89137721
25/06/2018 01:40,78,83.69176578,85.61232299,77.89137721
25/06/2018 01:45,78,82.93103368,77.38948893,76.95018577
25/06/2018 01:50,78,81.31607183,78.49097732,76.95018577
25/06/2018 01:55,78,79.97018761,79.19809412,76.95018577
25/06/2018 02:00,78,79.69720812,77.50153429,76.95018577
25/06/2018 02:05,77,79.76749592,82.91212703,76.01265508
25/06/2018 02:10,79,78.91503116,87.19417161,76.01265508
25/06/2018 02:15,79,78.94495595,83.02959007,76.01265508
25/06/2018 02:20,79,78.67498482,85.63703222,76.01265508
25/06/2018 02:25,79,78.74336922,82.06417737,76.01265508
25/06/2018 02:30,79,79.11789949,87.76682187,76.01265508
25/06/2018 02:35,79,79.81045839,81.01743472,75.07886461
25/06/2018 02:40,79,78.58085165,79.63231252,76.95018577
25/06/2018 02:45,78,80.38653252,81.20353353,76.95018577
25/06/2018 02:50,78,81.4300794,83.86313961,76.95018577
25/06/2018 02:55,78,82.04467709,78.06053511,76.95018577
25/06/2018 03:00,78,82.27777915,77.6631772,76.95018577
25/06/2018 03:05,78,82.20998912,81.4252208,76.95018577
25/06/2018 03:10,78,80.83907423,85.54590716,76.95018577
25/06/2018 03:15,78,80.83907423,87.67063316,76.01265508
25/06/2018 03:20,78,79.60591303,80.32919174,76.01265508
25/06/2018 03:25,78,78.94495595,83.83751971,76.01265508
25/06/2018 03:30,77,78.67498482,79.4289292,76.01265508
25/06/2018 03:35,77,78.74336922,78.07888316,76.01265508
25/06/2018 03:40,77,79.11789949,77.7352562,76.01265508
25/06/2018 03:45,77,79.81045839,82.06863809,76.01265508
25/06/2018 03:50,77,79.81045839,89.24635115,76.01265508
25/06/2018 03:55,77,79.81045839,79.94464146,76.01265508
25/06/2018 04:00,77,79.81045839,80.04925107,75.07886461
25/06/2018 04:05,77,78.58085165,85.95518652,75.07886461
25/06/2018 04:10,77,77.92083856,81.77323473,75.07886461
25/06/2018 04:15,76,77.64777895,81.0315575,75.07886461
25/06/2018 04:20,76,77.71646617,80.47647766,75.07886461
25/06/2018 04:25,75,78.09180127,85.63392831,75.07886461
25/06/2018 04:30,75,78.77516752,78.49771139,75.07886461
25/06/2018 04:35,73,78.77516752,88.48974803,75.07886461
25/06/2018 04:40,73,78.77516752,81.06761856,75.07886461
25/06/2018 04:45,73,78.77516752,73.90375314,74.14889328
25/06/2018 04:50,73,77.54923113,81.22482991,74.14889328
25/06/2018 04:55,73,76.8903274,80.95163948,73.22281877
25/06/2018 05:00,73,75.39380345,84.57818877,73.22281877
25/06/2018 05:05,73,74.80141771,89.48250959,71.38267086
25/06/2018 05:10,73,72.471282,75.66106366,71.38267086
25/06/2018 05:15,72,71.89709975,76.08968406,71.38267086
25/06/2018 05:20,72,71.72431105,75.05023848,71.38267086
25/06/2018 05:25,72,72.53514443,80.26680568,71.38267086
25/06/2018 05:30,72,73.27658303,83.30120859,71.38267086
25/06/2018 05:35,72,74.63169347,80.27728849,71.38267086
25/06/2018 05:40,72,74.63169347,84.29804425,71.38267086
25/06/2018 05:45,72,74.63169347,75.05977437,70.46875068
25/06/2018 05:50,72,73.42176219,83.15798967,70.46875068
25/06/2018 05:55,72,72.75930179,72.44484013,70.46875068
25/06/2018 06:00,72,72.48403988,74.32319486,70.46875068
25/06/2018 06:05,71,72.55131296,79.76859058,70.46875068
25/06/2018 06:10,71,72.9176889,79.5237638,70.46875068
25/06/2018 06:15,73,73.59146095,78.16381069,70.46875068
25/06/2018 06:20,73,73.59146095,79.99206807,70.46875068
25/06/2018 06:25,73,73.59146095,80.51989558,70.46875068
25/06/2018 06:30,72,73.59146095,76.73608593,70.46875068
25/06/2018 06:35,74,73.59146095,74.62961048,69.55903441
25/06/2018 06:40,73,72.38584045,73.92868753,69.55903441
25/06/2018 06:45,73,71.71932922,79.21825958,71.38267086
25/06/2018 06:50,73,73.86635414,74.67005091,71.38267086
25/06/2018 06:55,75,75.25489776,73.91335641,71.38267086
25/06/2018 07:00,75,76.16822836,71.08357578,70.46875068
25/06/2018 07:05,74,75.5054622,78.17027551,72.30071888
25/06/2018 07:10,74,76.53309878,80.85025431,71.38267086
25/06/2018 07:15,76,75.02590753,81.65543064,71.38267086
25/06/2018 07:20,77,74.97105522,75.472299,71.38267086
25/06/2018 07:25,78,74.9400316,75.41507607,73.22281877
25/06/2018 07:30,80,77.37228625,75.81546046,73.22281877
25/06/2018 07:35,82,77.71719578,79.95764924,72.30071888
25/06/2018 07:40,84,77.71973447,78.00960598,72.30071888
25/06/2018 07:45,86,76.92708989,77.20623407,74.14889328
25/06/2018 07:50,89,78.3537391,77.1423709,75.07886461
25/06/2018 07:55,89,79.6144922,80.40003741,76.01265508
25/06/2018 08:00,90,82.41847359,77.06456674,77.89137721
25/06/2018 08:05,91,86.36877225,79.54988741,79.78442401
25/06/2018 08:10,96,89.62722521,79.0674807,81.69115084
25/06/2018 08:15,100,92.17448188,90.88610773,83.61090589
25/06/2018 08:20,106,95.32589017,91.0015162,86.51352177
25/06/2018 08:25,113,99.36202238,80.15742322,86.51352177
25/06/2018 08:30,114,99.55049549,85.12649558,87.48685553
25/06/2018 08:35,115,99.32204695,83.84268113,88.46294627
25/06/2018 08:40,115,98.83046376,88.79151453,93.3817783
25/06/2018 08:45,118,103.5473219,84.62346207,97.35772693
25/06/2018 08:50,122,109.8998139,92.89265258,103.3766751
25/06/2018 08:55,132,120.9578384,91.93984244,110.4593288
25/06/2018 09:00,133,133.1467506,97.1179755,111.474784
25/06/2018 09:05,134,137.2495973,100.4894663,112.4908805
25/06/2018 09:10,134,135.3152013,101.1496683,112.4908805
25/06/2018 09:15,140,130.3304947,107.0518763,115.5421102
25/06/2018 09:20,147,127.3437762,113.0281856,119.6138902
25/06/2018 09:25,147,128.7495078,101.9411825,129.7747063
25/06/2018 09:30,148,143.2517455,113.6720439,130.7868334
25/06/2018 09:35,148,150.1825569,113.3732081,131.7978808
25/06/2018 09:40,149,152.9543215,119.2254246,131.7978808
25/06/2018 09:45,145,149.1451205,121.836859,137.8364764
25/06/2018 09:50,145,150.0909046,124.4847109,144.8026841
25/06/2018 09:55,147,154.4563768,121.2606347,144.8026841
25/06/2018 10:00,152,158.602345,131.3481828,145.78929
25/06/2018 10:05,156,160.2166664,133.5517993,145.78929
25/06/2018 10:10,156,157.8677019,136.010082,146.7734942
25/06/2018 10:15,157,152.8561343,141.5177075,142.8226129
25/06/2018 10:20,160,144.079514,144.1359625,142.8226129
25/06/2018 10:25,166,141.8848626,142.6994956,144.8026841
25/06/2018 10:30,168,142.5866761,141.4301499,149.7108431
25/06/2018 10:35,167,149.5277973,143.674115,153.5885299
25/06/2018 10:40,165,157.978645,140.250215,153.5885299
25/06/2018 10:45,164,163.4868727,134.6187667,154.5504684
25/06/2018 10:50,165,164.3700806,142.5542513,157.4170028
25/06/2018 10:55,165,164.8828714,145.2946163,163.0560268
25/06/2018 11:00,163,168.7816099,146.5518955,164.9055084
25/06/2018 11:05,162,172.0337621,147.0456232,163.9827457
25/06/2018 11:10,163,172.6311736,152.2555773,162.1254293
25/06/2018 11:15,161,168.285515,152.2348832,161.1910305
25/06/2018 11:20,160,162.1194466,152.1350765,162.1254293
25/06/2018 11:25,163,158.2986479,155.5956567,162.1254293
25/06/2018 11:30,163,157.9289125,154.0720938,160.2529092
25/06/2018 11:35,161,157.236883,152.7803908,159.3111446
25/06/2018 11:40,161,156.5233036,152.1862431,160.2529092
25/06/2018 11:45,160,156.9479744,152.8396605,158.3658157
25/06/2018 11:50,155,154.5909024,150.5341946,157.4170028
25/06/2018 11:55,152,153.4651903,153.1700653,160.2529092
25/06/2018 12:00,155,157.2501689,153.3491625,160.2529092
25/06/2018 12:05,154,158.9048854,150.7210257,158.3658157
25/06/2018 12:10,157,157.5280082,144.8821499,158.3658157
25/06/2018 12:15,156,157.7786915,148.4123395,157.4170028
25/06/2018 12:20,158,155.8004657,151.3128761,152.6235149
25/06/2018 12:25,158,148.0673303,151.7118221,149.7108431
25/06/2018 12:30,153,142.5608957,151.5231234,152.6235149
25/06/2018 12:35,156,144.5992573,148.5427221,151.6555067
25/06/2018 12:40,151,145.0640708,145.0160819,154.5504684
25/06/2018 12:45,153,151.237556,144.3477197,153.5885299
25/06/2018 12:50,157,155.0829361,142.4361251,155.5092479
25/06/2018 12:55,153,158.4259756,142.306766,155.5092479
25/06/2018 13:00,150,157.4463605,144.0167876,150.684588
25/06/2018 13:05,148,151.8389688,150.7034041,153.5885299
25/06/2018 13:10,148,151.1480928,146.2620654,148.7343562
25/06/2018 13:15,143,145.6478531,145.0506293,150.684588
25/06/2018 13:20,139,145.4155201,138.2423951,154.5504684
25/06/2018 13:25,140,151.2849228,144.3267438,150.684588
