TIME,Origin,L3F,LSTM,SVR
25/06/2018 01:00,204,200.9065008,192.4565455,204.6015133
25/06/2018 01:05,203,201.8087864,193.4799552,205.660167
25/06/2018 01:10,203,202.7438457,191.1061464,205.660167
25/06/2018 01:15,203,203.452326,196.1128454,205.660167
25/06/2018 01:20,203,203.8859591,190.0436442,205.660167
25/06/2018 01:25,203,204.0475574,196.1815377,204.6015133
25/06/2018 01:30,203,203.5437201,197.0139714,204.6015133
25/06/2018 01:35,204,203.1759454,194.1876665,203.5430776
25/06/2018 01:40,205,202.5999309,193.8819634,203.5430776
25/06/2018 01:45,205,202.2023481,194.0195762,203.5430776
25/06/2018 01:50,205,201.9670515,193.4248672,203.5430776
25/06/2018 01:55,205,201.93624,193.6158538,203.5430776
25/06/2018 02:00,205,201.9111837,192.7704255,203.5430776
25/06/2018 02:05,205,201.9942431,194.8015189,204.6015133
25/06/2018 02:10,205,202.361085,190.6901448,205.660167
25/06/2018 02:15,205,203.0107059,192.2197523,205.660167
25/06/2018 02:20,205,203.5073818,192.2565042,205.660167
25/06/2018 02:25,205,203.8291906,193.8418905,205.660167
25/06/2018 02:30,205,203.9619827,194.7223857,205.660167
25/06/2018 02:35,205,203.9097623,195.2621354,205.660167
25/06/2018 02:40,205,203.8257317,188.9293965,205.660167
25/06/2018 02:45,205,203.8257317,192.7965649,205.660167
25/06/2018 02:50,205,203.8257317,189.509112,205.660167
25/06/2018 02:55,205,203.8257317,194.7748695,205.660167
25/06/2018 03:00,205,203.8257317,192.5522564,205.660167
25/06/2018 03:05,205,203.8257317,191.5892135,205.660167
25/06/2018 03:10,205,203.8257317,196.6657828,205.660167
25/06/2018 03:15,205,203.8257317,198.5841818,205.660167
25/06/2018 03:20,206,203.8257317,196.3582614,205.660167
25/06/2018 03:25,206,203.8257317,192.3828595,205.660167
25/06/2018 03:30,206,203.8257317,193.4319611,205.660167
25/06/2018 03:35,207,203.8257317,191.3610935,205.660167
25/06/2018 03:40,207,203.8257317,192.766838,205.660167
25/06/2018 03:45,207,203.8257317,194.1633026,205.660167
25/06/2018 03:50,207,203.8257317,196.9223751,206.7189391
25/06/2018 03:55,207,204.1905791,197.0154404,206.7189391
25/06/2018 04:00,207,204.4710114,186.4587035,206.7189391
25/06/2018 04:05,207,204.6828005,197.3133525,207.7777308
25/06/2018 04:10,207,205.1592638,196.6415675,207.7777308
25/06/2018 04:15,207,205.4645333,191.2335311,207.7777308
25/06/2018 04:20,207,205.5942663,192.8468674,207.7777308
25/06/2018 04:25,207,205.706158,196.7765715,207.7777308
25/06/2018 04:30,207,205.7312572,191.589814,207.7777308
25/06/2018 04:35,207,205.6533999,194.7014393,207.7777308
25/06/2018 04:40,207,205.6533999,197.6122175,207.7777308
25/06/2018 04:45,207,205.6533999,196.8624081,207.7777308
25/06/2018 04:50,207,205.6533999,199.4400189,207.7777308
25/06/2018 04:55,207,205.6533999,194.4766648,207.7777308
25/06/2018 05:00,207,205.6533999,195.2135669,207.7777308
25/06/2018 05:05,207,205.6533999,190.6533347,207.7777308
25/06/2018 05:10,207,205.6533999,195.2570849,207.7777308
25/06/2018 05:15,207,205.6533999,194.3731064,207.7777308
25/06/2018 05:20,208,205.6533999,189.2246892,207.7777308
25/06/2018 05:25,208,205.6533999,192.8264373,207.7777308
25/06/2018 05:30,208,205.6533999,193.2358979,207.7777308
25/06/2018 05:35,208,205.6533999,193.3533456,207.7777308
25/06/2018 05:40,208,205.6533999,186.846311,207.7777308
25/06/2018 05:45,208,205.6533999,194.976697,207.7777308
25/06/2018 05:50,208,205.6533999,194.4381084,208.836442
25/06/2018 05:55,208,206.0162176,195.6646446,208.836442
25/06/2018 06:00,208,206.2950645,194.7335283,208.836442
25/06/2018 06:05,208,206.5073192,195.0002889,208.836442
25/06/2018 06:10,208,206.6107888,197.3362796,208.836442
25/06/2018 06:15,208,206.6385672,195.4400984,208.836442
25/06/2018 06:20,208,206.5586527,194.3729915,208.836442
25/06/2018 06:25,208,206.5586527,190.3780938,208.836442
25/06/2018 06:30,208,206.5586527,198.2035381,208.836442
25/06/2018 06:35,208,206.5586527,189.7295329,208.836442
25/06/2018 06:40,207,206.5586527,192.9969356,208.836442
25/06/2018 06:45,206,206.5586527,195.2102979,208.836442
25/06/2018 06:50,206,206.5586527,195.2138886,208.836442
25/06/2018 06:55,204,206.5586527,194.5580852,208.836442
25/06/2018 07:00,205,206.5586527,190.4173839,208.836442
25/06/2018 07:05,203,206.5586527,193.7074655,208.836442
25/06/2018 07:10,203,206.5586527,194.3677725,207.7777308
25/06/2018 07:15,202,206.195645,197.0097711,206.7189391
25/06/2018 07:20,202,205.5488274,196.5253483,206.7189391
25/06/2018 07:25,202,205.0538441,198.1400939,204.6015133
25/06/2018 07:30,199,204.0090822,191.8280747,205.660167
25/06/2018 07:35,197,203.6758045,194.5169277,203.5430776
25/06/2018 07:40,193,202.8480353,190.5042285,203.5430776
25/06/2018 07:45,191,202.3559303,184.3352433,202.4849596
25/06/2018 07:50,190,201.6288918,192.6530039,202.4849596
25/06/2018 07:55,190,201.3119159,195.2836164,202.4849596
25/06/2018 08:00,188,200.9616026,195.3197172,199.3135026
25/06/2018 08:05,186,199.9069174,191.2835686,197.2026048
25/06/2018 08:10,185,198.2772257,188.9415471,192.9925473
25/06/2018 08:15,184,195.6409164,192.9422366,190.8949646
25/06/2018 08:20,186,192.9604793,187.7106039,189.8483787
25/06/2018 08:25,188,190.821016,181.1704157,189.8483787
25/06/2018 08:30,186,189.8345298,189.40351,187.7601056
25/06/2018 08:35,186,188.6983814,183.6562708,185.679013
25/06/2018 08:40,186,187.519153,185.3983398,184.6414015
25/06/2018 08:45,186,186.249681,178.3256567,183.6058752
25/06/2018 08:50,184,184.9861739,183.658034,185.679013
25/06/2018 08:55,185,184.9483773,181.2951901,187.7601056
25/06/2018 09:00,185,186.0893909,181.7989278,185.679013
25/06/2018 09:05,184,186.4041578,180.0256553,185.679013
25/06/2018 09:10,185,186.547682,181.0905333,185.679013
25/06/2018 09:15,184,186.4785347,183.2330634,185.679013
25/06/2018 09:20,182,186.1223101,183.3715739,183.6058752
25/06/2018 09:25,182,185.1209482,184.2739375,184.6414015
25/06/2018 09:30,181,185.0902639,180.429972,184.6414015
25/06/2018 09:35,181,184.9414595,183.1168918,183.6058752
25/06/2018 09:40,182,184.5563153,185.5297456,184.6414015
25/06/2018 09:45,179,184.6964924,178.1987392,183.6058752
25/06/2018 09:50,182,184.5958061,174.5102155,181.5414627
25/06/2018 09:55,182,183.5485702,181.5919855,181.5414627
25/06/2018 10:00,183,182.8136581,180.8279454,180.5127677
25/06/2018 10:05,178,181.9822476,183.8177251,180.5127677
25/06/2018 10:10,178,181.3351788,179.7641519,181.5414627
25/06/2018 10:15,178,181.5286195,178.8384997,178.4628743
25/06/2018 10:20,175,180.7351282,177.6386298,181.5414627
25/06/2018 10:25,173,181.1862426,180.8069362,181.5414627
25/06/2018 10:30,171,181.6216802,178.7899986,182.5725306
25/06/2018 10:35,171,182.3670656,178.6835863,177.4418655
25/06/2018 10:40,169,180.9010172,179.8050106,177.4418655
25/06/2018 10:45,169,179.9869564,178.6649468,177.4418655
25/06/2018 10:50,169,178.6942647,179.630937,174.3957151
25/06/2018 10:55,169,176.9843628,178.7106508,172.3799414
25/06/2018 11:00,168,175.051828,174.7383386,170.3770214
25/06/2018 11:05,169,173.4447155,173.971725,170.3770214
25/06/2018 11:10,169,172.0277442,171.3511736,168.3876827
25/06/2018 11:15,169,170.4582583,173.2770557,168.3876827
25/06/2018 11:20,169,169.8331821,165.9450352,168.3876827
25/06/2018 11:25,170,169.5028547,172.9251355,168.3876827
25/06/2018 11:30,170,169.4607521,169.1104848,167.3983315
25/06/2018 11:35,171,169.0057269,168.9212597,168.3876827
25/06/2018 11:40,171,169.2877002,164.3250446,168.3876827
25/06/2018 11:45,168,169.3594087,174.0607294,168.3876827
25/06/2018 11:50,168,169.4780267,165.4059197,168.3876827
25/06/2018 11:55,167,169.5635692,171.7752312,169.3806091
25/06/2018 12:00,167,170.0859187,170.7589936,169.3806091
25/06/2018 12:05,166,170.2942535,169.7611933,170.3770214
25/06/2018 12:10,166,170.915877,170.324129,170.3770214
25/06/2018 12:15,166,171.3414051,177.2988663,167.3983315
25/06/2018 12:20,165,170.4234259,168.9982913,167.3983315
25/06/2018 12:25,165,169.5173459,167.5655405,166.4126449
25/06/2018 12:30,165,168.4663417,174.4406026,166.4126449
25/06/2018 12:35,164,167.7077335,165.6554916,165.4307116
25/06/2018 12:40,164,166.9876848,172.9281487,165.4307116
25/06/2018 12:45,163,166.8526118,165.5240919,165.4307116
25/06/2018 12:50,164,166.5902567,162.0953636,164.4526193
25/06/2018 12:55,161,166.1771242,164.8245193,164.4526193
25/06/2018 13:00,161,165.8338972,163.4069919,164.4526193
25/06/2018 13:05,161,165.7018619,165.0542201,163.4784558
25/06/2018 13:10,161,165.189431,166.6565915,163.4784558
25/06/2018 13:15,161,164.8442095,166.3645049,162.5083076
25/06/2018 13:20,161,164.3180242,164.8827567,163.4784558
25/06/2018 13:25,161,164.2848002,166.2581662,160.5804024
25/06/2018 13:30,160,163.1427082,168.0333459,160.5804024
25/06/2018 13:35,159,162.4223424,163.3564013,160.5804024
25/06/2018 13:40,159,161.8046772,166.0338406,160.5804024
25/06/2018 13:45,158,161.5874516,160.5329104,160.5804024
25/06/2018 13:50,156,161.3853913,162.9105227,160.5804024
25/06/2018 13:55,156,161.686557,158.666669,160.5804024
25/06/2018 14:00,157,161.686557,162.1401806,159.6228158
25/06/2018 14:05,156,161.2903774,164.3869922,158.6695863
25/06/2018 14:10,156,160.5818634,161.1555219,158.6695863
25/06/2018 14:15,156,160.0340822,163.5363971,157.720797
25/06/2018 14:20,157,159.2865538,162.7435676,155.836872
25/06/2018 14:25,159,158.0257275,160.7281326,155.836872
25/06/2018 14:30,160,157.228834,163.730835,156.7765316
25/06/2018 14:35,159,157.1385612,161.5003221,155.836872
25/06/2018 14:40,159,156.7852731,164.2332813,155.836872
25/06/2018 14:45,157,156.7360842,165.2144582,155.836872
25/06/2018 14:50,158,156.8246076,158.1277709,156.7765316
25/06/2018 14:55,158,157.1417903,165.3413282,158.6695863
25/06/2018 15:00,157,158.1110555,158.86162,159.6228158
25/06/2018 15:05,157,159.4738901,161.627186,158.6695863
25/06/2018 15:10,158,159.9775681,166.4742352,158.6695863
25/06/2018 15:15,157,160.1747572,156.9920668,156.7765316
25/06/2018 15:20,157,159.2284205,165.3719481,157.720797
25/06/2018 15:25,157,158.7084867,156.653685,157.720797
25/06/2018 15:30,154,158.4167448,160.9381156,156.7765316
25/06/2018 15:35,153,158.1207076,161.273423,156.7765316
25/06/2018 15:40,155,157.8548493,160.8952747,157.720797
25/06/2018 15:45,158,158.2561942,164.5378631,156.7765316
25/06/2018 15:50,159,157.9524044,162.6042146,156.7765316
25/06/2018 15:55,159,157.8394573,162.2678135,156.7765316
25/06/2018 16:00,157,157.8237453,164.0850621,153.9716969
25/06/2018 16:05,159,156.5491109,163.7614794,153.0463424
25/06/2018 16:10,159,155.0666963,161.5075095,154.9019
25/06/2018 16:15,155,154.9414149,163.9613339,157.720797
25/06/2018 16:20,153,156.1681884,163.4264677,158.6695863
25/06/2018 16:25,152,157.7591476,157.0427216,158.6695863
25/06/2018 16:30,153,159.2914557,162.958745,156.7765316
25/06/2018 16:35,152,159.2637386,161.9721195,158.6695863
25/06/2018 16:40,152,159.444632,159.1755322,158.6695863
25/06/2018 16:45,152,159.3292339,159.7324263,154.9019
25/06/2018 16:50,152,157.8751829,162.9258763,153.0463424
25/06/2018 16:55,152,155.9880533,161.0921176,152.1259167
25/06/2018 17:00,153,154.2858795,155.347651,153.0463424
25/06/2018 17:05,156,153.2168548,159.3140718,152.1259167
25/06/2018 17:10,158,152.5211715,151.9605535,152.1259167
25/06/2018 17:15,159,152.6667667,167.3112353,152.1259167
25/06/2018 17:20,157,152.7163906,152.8519814,152.1259167
25/06/2018 17:25,156,152.7431135,153.8652303,152.1259167
25/06/2018 17:30,158,152.5999417,163.4508515,153.0463424
25/06/2018 17:35,158,153.1045939,160.2180408,155.836872
25/06/2018 17:40,158,154.611547,162.7153863,157.720797
25/06/2018 17:45,158,156.5893232,169.2651408,158.6695863
25/06/2018 17:50,160,158.4422897,164.863526,156.7765316
25/06/2018 17:55,159,158.8274738,160.4124558,155.836872
25/06/2018 18:00,160,158.2760224,164.2180717,157.720797
25/06/2018 18:05,159,158.1629481,159.8409035,157.720797
25/06/2018 18:10,160,158.1450562,162.1325919,157.720797
25/06/2018 18:15,160,158.3284005,162.4032771,157.720797
25/06/2018 18:20,161,158.735179,155.5045558,159.6228158
25/06/2018 18:25,161,159.7004966,158.631452,158.6695863
25/06/2018 18:30,161,159.7246446,161.9525977,159.6228158
25/06/2018 18:35,163,160.279077,165.9021637,158.6695863
25/06/2018 18:40,163,160.1963439,160.8113253,159.6228158
25/06/2018 18:45,166,160.4653961,160.7869537,159.6228158
25/06/2018 18:50,167,160.4258992,166.7248579,160.5804024
25/06/2018 18:55,168,161.072242,161.6793252,160.5804024
25/06/2018 19:00,167,161.3694663,162.5193583,160.5804024
25/06/2018 19:05,169,161.7402878,163.2401562,162.5083076
25/06/2018 19:10,169,162.5460552,165.3378555,162.5083076
25/06/2018 19:15,169,163.2042989,160.241985,165.4307116
25/06/2018 19:20,169,164.7554425,167.7428372,166.4126449
25/06/2018 19:25,170,166.313461,165.7590393,167.3983315
25/06/2018 19:30,170,167.7846916,164.2906763,166.4126449
25/06/2018 19:35,173,168.0817275,170.3522306,168.3876827
25/06/2018 19:40,175,169.0082743,167.987861,168.3876827
25/06/2018 19:45,177,169.2451289,166.4176536,168.3876827
25/06/2018 19:50,178,169.521004,171.3981015,168.3876827
25/06/2018 19:55,178,169.6293877,173.1299225,169.3806091
25/06/2018 20:00,178,170.1825196,167.9142347,169.3806091
25/06/2018 20:05,178,170.2942535,169.9896411,172.3799414
25/06/2018 20:10,178,171.6976129,168.1227747,174.3957151
25/06/2018 20:15,180,173.5150591,175.7731757,176.423607
25/06/2018 20:20,182,175.6219694,169.4757259,177.4418655
25/06/2018 20:25,182,177.3290359,174.6142734,177.4418655
25/06/2018 20:30,183,178.4125242,174.920485,177.4418655
25/06/2018 20:35,183,178.6466107,175.4292502,177.4418655
25/06/2018 20:40,183,178.6286851,176.0754337,177.4418655
25/06/2018 20:45,183,178.4720101,175.6584976,179.4865398
25/06/2018 20:50,183,179.1501845,176.021133,181.5414627
25/06/2018 20:55,182,180.5249675,174.9498136,181.5414627
25/06/2018 21:00,182,181.5794796,179.5957185,182.5725306
25/06/2018 21:05,184,182.6416218,178.5568802,182.5725306
25/06/2018 21:10,184,183.2367107,178.3766623,182.5725306
25/06/2018 21:15,183,183.3324446,175.8066127,182.5725306
25/06/2018 21:20,183,183.2598599,177.032893,182.5725306
25/06/2018 21:25,183,183.2874989,181.6815414,181.5414627
25/06/2018 21:30,184,182.8106051,176.3735112,181.5414627
