RL,Random,Baseline
94.71811391,94.75290924,85.35574079
94.93308738,92.84794703,91.68648422
94.87218559,95.05330622,90.65719843
94.86567974,89.31493387,87.51299903
94.51574571,89.52787891,88.96166608
93.14824119,91.70100465,88.83704469
94.86044832,94.02688146,92.44371876
94.69703324,94.46803592,87.94514835
94.8542919,94.29350346,88.59417439
94.86644976,94.95210424,89.4682169
