RL,Random,Baseline
3.073022887,3.455380723,3.710976243
3.032971732,3.0716151,3.737682104
3.079715371,3.147691861,3.159947693
3.067255206,3.67050916,4.605985433
3.066158481,3.121659346,4.514190182
3.099759296,3.146093339,4.831574485
4.286896065,3.521350026,3.108511493
3.036794811,3.05037871,3.19115594
3.047159687,3.060531244,4.592613503
3.088589385,3.586927429,4.243547469
