RL,Random,Baseline
98.32437262,98.18870015,96.03083096
98.37274402,98.35980665,95.77425905
98.19154255,98.11774269,93.960464
97.86871616,97.46578857,28.56044769
97.84831312,97.5121364,88.99482116
97.48004358,97.29753677,94.23647895
97.72400223,96.53197899,96.48838565
97.40780182,97.93806486,95.27428299
97.75909279,97.63190094,43.83817315
97.38847855,95.83451115,95.66377364
