RL,Random,Baseline
6.411013752,8.375987411,15.75845778
6.347124279,10.72092652,16.11261815
6.161129847,11.50924414,8.028543741
6.223604456,6.582031399,15.22752494
6.210543588,13.29029351,15.64727128
7.18973428,6.380586326,16.86846465
6.124887988,14.35575038,9.512162954
7.939781249,11.99431196,9.202707559
6.542684883,6.230384856,16.07742161
6.201564521,14.71288204,17.68094897
