RL,Random,Baseline
20.34124136,22.18651474,23.83666635
19.9999854,20.36112547,24.46282953
20.34391463,20.63498944,20.79842091
20.28616369,23.52927923,30.22543788
20.22631615,20.72815746,29.00784016
20.54176927,20.8362326,31.43655062
27.77498662,22.8126511,20.52143216
20.0084433,20.22360265,21.01403624
20.11778057,20.18274963,30.0541997
20.48295587,23.34874868,27.45266855
