RL,Random,Baseline
3.464439139,3.453008831,5.768622458
3.393205255,4.031380266,4.34641093
3.413536772,3.352709487,4.607623443
3.415701166,4.927504435,5.326813459
3.530183062,4.878157005,5.008298531
3.945839778,4.342613742,5.036490411
3.417441249,3.684164211,4.143739864
3.471345827,3.545504808,5.233826861
3.419487178,3.601000831,5.090984702
3.415445238,3.386831656,4.892032966
