RL,Random,Baseline
94.44817975,92.98067167,91.90382138
94.59195249,94.45326552,91.78687409
94.4239717,94.17510331,94.12965626
94.46900077,92.07943082,87.52763197
94.47295517,94.27105263,88.01981583
94.35115419,94.18101832,86.27598733
89.19587359,92.71008968,94.31920946
94.57830973,94.52969804,94.01312917
94.54123713,94.49322373,87.59994581
94.3917919,92.43604541,89.41326886
