RL,Random,Baseline
1.833668724,1.990446821,3.132186458
1.818975247,1.793035679,3.248750418
1.85898114,1.890874654,3.863035142
2.062076889,2.254972421,14.58415538
2.027022094,2.190621011,5.907338858
2.247005142,2.283427119,3.856875002
2.168859728,2.867027745,2.798202261
2.248108387,2.113286778,3.421008959
2.06329152,2.187110484,12.8999427
2.256526612,3.197040036,3.346671164
