RL,Random,Baseline
19.46929693,19.57793087,34.60023999
18.65633577,22.08680063,24.47459698
19.02241856,18.53206456,25.9812355
19.0426752,28.00930142,31.64376616
19.08806264,27.55272388,29.06195819
21.73584998,23.80478531,28.77657413
18.85423213,20.22120208,23.08010459
19.30819601,19.86470968,30.45800328
19.22294945,19.96606737,29.5435369
19.1805765,18.7497884,28.30787599
