RL,Random,Baseline
12.04189137,12.89152503,19.28587556
12.12568209,12.06899881,19.5369035
12.53633797,12.64578849,22.40083516
13.6122331,14.98816013,82.07550645
13.7996152,14.84009624,35.71632504
14.91037607,15.46519846,22.01289982
14.44153786,17.65031666,18.1834951
15.08780271,13.75787556,20.04508674
13.93421888,14.48747218,72.45488167
15.14355391,18.93517226,19.92536485
