TIME,NUMBER,OCCUPANCY
43252,197,0.0985
43252.00347,197,0.0985
43252.00694,197,0.0985
43252.01042,197,0.0985
43252.01389,197,0.0985
43252.01736,197,0.0985
43252.02083,197,0.0985
43252.02431,197,0.0985
43252.02778,197,0.0985
43252.03125,197,0.0985
43252.03472,197,0.0985
43252.03819,197,0.0985
43252.04167,197,0.0985
43252.04514,197,0.0985
43252.04861,197,0.0985
43252.05208,197,0.0985
43252.05556,197,0.0985
43252.05903,197,0.0985
43252.0625,197,0.0985
43252.06597,197,0.0985
43252.06944,197,0.0985
43252.07292,197,0.0985
43252.07639,197,0.0985
43252.07986,197,0.0985
43252.08333,197,0.0985
43252.08681,197,0.0985
43252.09028,197,0.0985
43252.09375,197,0.0985
43252.09722,197,0.0985
43252.10069,197,0.0985
43252.10417,197,0.0985
43252.10764,197,0.0985
43252.11111,197,0.0985
43252.11458,197,0.0985
43252.11806,197,0.0985
43252.12153,197,0.0985
43252.125,197,0.0985
43252.12847,197,0.0985
43252.13194,197,0.0985
43252.13542,197,0.0985
43252.13889,197,0.0985
43252.14236,197,0.0985
43252.14583,197,0.0985
43252.14931,197,0.0985
43252.15278,197,0.0985
43252.15625,197,0.0985
43252.15972,197,0.0985
43252.16319,197,0.0985
43252.16667,197,0.0985
43252.17014,197,0.0985
43252.17361,197,0.0985
43252.17708,197,0.0985
43252.18056,197,0.0985
43252.18403,197,0.0985
43252.1875,197,0.0985
43252.19097,197,0.0985
43252.19444,197,0.0985
43252.19792,197,0.0985
43252.20139,197,0.0985
43252.20486,197,0.0985
43252.20833,197,0.0985
43252.21181,197,0.0985
43252.21528,197,0.0985
43252.21875,197,0.0985
43252.22222,197,0.0985
43252.22569,197,0.0985
43252.22917,197,0.0985
43252.23264,197,0.0985
43252.23611,197,0.0985
43252.23958,197,0.0985
43252.24306,197,0.0985
43252.24653,197,0.0985
43252.25,197,0.0985
43252.25347,197,0.0985
43252.25694,197,0.0985
43252.26042,197,0.0985
43252.26389,197,0.0985
43252.26736,197,0.0985
43252.27083,197,0.0985
43252.27431,197,0.0985
43252.27778,197,0.0985
43252.28125,197,0.0985
43252.28472,197,0.0985
43252.28819,197,0.0985
43252.29167,197,0.0985
43252.29514,197,0.0985
43252.29861,197,0.0985
43252.30208,197,0.0985
43252.30556,197,0.0985
43252.30903,197,0.0985
43252.3125,197,0.0985
43252.31597,197,0.0985
43252.31944,197,0.0985
43252.32292,197,0.0985
43252.32639,197,0.0985
43252.32986,197,0.0985
43252.33333,199,0.0995
43252.33681,199,0.0995
43252.34028,202,0.101
43252.34375,203,0.1015
43252.34722,204,0.102
43252.35069,206,0.103
43252.35417,206,0.103
43252.35764,206,0.103
43252.36111,206,0.103
43252.36458,208,0.104
43252.36806,212,0.106
43252.37153,214,0.107
43252.375,218,0.109
43252.37847,223,0.1115
43252.38194,232,0.116
43252.38542,240,0.12
43252.38889,245,0.1225
43252.39236,245,0.1225
43252.39583,249,0.1245
43252.39931,249,0.1245
43252.40278,249,0.1245
43252.40625,255,0.1275
43252.40972,257,0.1285
43252.41319,260,0.13
43252.41667,262,0.131
43252.42014,263,0.1315
43252.42361,263,0.1315
43252.42708,266,0.133
43252.43056,269,0.1345
43252.43403,273,0.1365
43252.4375,275,0.1375
43252.44097,277,0.1385
43252.44444,280,0.14
43252.44792,286,0.143
43252.45139,291,0.1455
43252.45486,291,0.1455
43252.45833,293,0.1465
43252.46181,293,0.1465
43252.46528,293,0.1465
43252.46875,292,0.146
43252.47222,294,0.147
43252.47569,295,0.1475
43252.47917,294,0.147
43252.48264,294,0.147
43252.48611,294,0.147
43252.48958,297,0.1485
43252.49306,295,0.1475
43252.49653,293,0.1465
43252.5,293,0.1465
43252.50347,288,0.144
43252.50694,290,0.145
43252.51042,293,0.1465
43252.51389,294,0.147
43252.51736,294,0.147
43252.52083,292,0.146
43252.52431,292,0.146
43252.52778,293,0.1465
43252.53125,294,0.147
43252.53472,294,0.147
43252.53819,294,0.147
43252.54167,294,0.147
43252.54514,299,0.1495
43252.54861,299,0.1495
43252.55208,297,0.1485
43252.55556,299,0.1495
43252.55903,300,0.15
43252.5625,300,0.15
43252.56597,298,0.149
43252.56944,296,0.148
43252.57292,293,0.1465
43252.57639,292,0.146
43252.57986,292,0.146
43252.58333,293,0.1465
43252.58681,293,0.1465
43252.59028,292,0.146
43252.59375,294,0.147
43252.59722,292,0.146
43252.60069,290,0.145
43252.60417,286,0.143
43252.60764,284,0.142
43252.61111,284,0.142
43252.61458,281,0.1405
43252.61806,274,0.137
43252.62153,270,0.135
43252.625,266,0.133
43252.62847,260,0.13
43252.63194,263,0.1315
43252.63542,261,0.1305
43252.63889,262,0.131
43252.64236,262,0.131
43252.64583,262,0.131
43252.64931,258,0.129
43252.65278,257,0.1285
43252.65625,254,0.127
43252.65972,252,0.126
43252.66319,246,0.123
43252.66667,243,0.1215
43252.67014,240,0.12
43252.67361,240,0.12
43252.67708,237,0.1185
43252.68056,232,0.116
43252.68403,228,0.114
43252.6875,221,0.1105
43252.69097,217,0.1085
43252.69444,213,0.1065
43252.69792,212,0.106
43252.70139,210,0.105
43252.70486,210,0.105
43252.70833,208,0.104
43252.71181,206,0.103
43252.71528,205,0.1025
43252.71875,204,0.102
43252.72222,203,0.1015
43252.72569,203,0.1015
43252.72917,203,0.1015
43252.73264,202,0.101
43252.73611,202,0.101
43252.73958,200,0.1
43252.74306,200,0.1
43252.74653,200,0.1
43252.75,200,0.1
43252.75347,200,0.1
43252.75694,197,0.0985
43252.76042,197,0.0985
43252.76389,197,0.0985
43252.76736,197,0.0985
43252.77083,197,0.0985
43252.77431,197,0.0985
43252.77778,197,0.0985
43252.78125,197,0.0985
43252.78472,197,0.0985
43252.78819,197,0.0985
43252.79167,197,0.0985
43252.79514,197,0.0985
43252.79861,197,0.0985
43252.80208,197,0.0985
43252.80556,197,0.0985
43252.80903,197,0.0985
43252.8125,197,0.0985
43252.81597,197,0.0985
43252.81944,197,0.0985
43252.82292,197,0.0985
43252.82639,197,0.0985
43252.82986,197,0.0985
43252.83333,197,0.0985
43252.83681,197,0.0985
43252.84028,197,0.0985
43252.84375,197,0.0985
43252.84722,197,0.0985
43252.85069,197,0.0985
43252.85417,197,0.0985
43252.85764,197,0.0985
43252.86111,197,0.0985
43252.86458,197,0.0985
43252.86806,197,0.0985
43252.87153,197,0.0985
43252.875,197,0.0985
43252.87847,197,0.0985
43252.88194,197,0.0985
43252.88542,197,0.0985
43252.88889,197,0.0985
43252.89236,197,0.0985
43252.89583,197,0.0985
43252.89931,197,0.0985
43252.90278,197,0.0985
43252.90625,197,0.0985
43252.90972,197,0.0985
43252.91319,197,0.0985
43252.91667,197,0.0985
43252.92014,197,0.0985
43252.92361,197,0.0985
43252.92708,197,0.0985
43252.93056,197,0.0985
43252.93403,197,0.0985
43252.9375,197,0.0985
43252.94097,197,0.0985
43252.94444,197,0.0985
43252.94792,197,0.0985
43252.95139,197,0.0985
43252.95486,197,0.0985
43252.95833,197,0.0985
43252.96181,197,0.0985
43252.96528,197,0.0985
43252.96875,197,0.0985
43252.97222,197,0.0985
43252.97569,197,0.0985
43252.97917,197,0.0985
43252.98264,197,0.0985
43252.98611,197,0.0985
43252.98958,197,0.0985
43252.99306,197,0.0985
43252.99653,197,0.0985
43253,197,0.0985
43253.00347,197,0.0985
43253.00694,197,0.0985
43253.01042,197,0.0985
43253.01389,197,0.0985
43253.01736,197,0.0985
43253.02083,197,0.0985
43253.02431,197,0.0985
43253.02778,197,0.0985
43253.03125,197,0.0985
43253.03472,197,0.0985
43253.03819,197,0.0985
43253.04167,197,0.0985
43253.04514,197,0.0985
43253.04861,197,0.0985
43253.05208,197,0.0985
43253.05556,197,0.0985
43253.05903,197,0.0985
43253.0625,197,0.0985
43253.06597,197,0.0985
43253.06944,197,0.0985
43253.07292,197,0.0985
43253.07639,197,0.0985
43253.07986,197,0.0985
43253.08333,197,0.0985
43253.08681,197,0.0985
43253.09028,197,0.0985
43253.09375,197,0.0985
43253.09722,197,0.0985
43253.10069,197,0.0985
43253.10417,197,0.0985
43253.10764,197,0.0985
43253.11111,197,0.0985
43253.11458,197,0.0985
43253.11806,197,0.0985
43253.12153,197,0.0985
43253.125,197,0.0985
43253.12847,197,0.0985
43253.13194,197,0.0985
43253.13542,197,0.0985
43253.13889,197,0.0985
43253.14236,197,0.0985
43253.14583,197,0.0985
43253.14931,197,0.0985
43253.15278,197,0.0985
43253.15625,197,0.0985
43253.15972,197,0.0985
43253.16319,197,0.0985
43253.16667,197,0.0985
43253.17014,197,0.0985
43253.17361,197,0.0985
43253.17708,197,0.0985
43253.18056,197,0.0985
43253.18403,197,0.0985
43253.1875,197,0.0985
43253.19097,197,0.0985
43253.19444,197,0.0985
43253.19792,197,0.0985
43253.20139,197,0.0985
43253.20486,197,0.0985
43253.20833,197,0.0985
43253.21181,197,0.0985
43253.21528,197,0.0985
43253.21875,197,0.0985
43253.22222,197,0.0985
43253.22569,197,0.0985
43253.22917,197,0.0985
43253.23264,197,0.0985
43253.23611,197,0.0985
43253.23958,197,0.0985
43253.24306,197,0.0985
43253.24653,197,0.0985
43253.25,197,0.0985
43253.25347,197,0.0985
43253.25694,197,0.0985
43253.26042,197,0.0985
43253.26389,197,0.0985
43253.26736,197,0.0985
43253.27083,197,0.0985
43253.27431,197,0.0985
43253.27778,197,0.0985
43253.28125,197,0.0985
43253.28472,197,0.0985
43253.28819,198,0.099
43253.29167,198,0.099
