TIME,NUMBER,OCCUPANCY
2018/6/1 0:00,427,0.854
2018/6/1 0:05,431,0.862
2018/6/1 0:10,430,0.86
2018/6/1 0:15,433,0.866
2018/6/1 0:20,435,0.87
2018/6/1 0:25,435,0.87
2018/6/1 0:30,436,0.872
2018/6/1 0:35,439,0.878
2018/6/1 0:40,437,0.874
2018/6/1 0:45,438,0.876
2018/6/1 0:50,438,0.876
2018/6/1 0:55,439,0.878
2018/6/1 1:00,440,0.88
2018/6/1 1:05,441,0.882
2018/6/1 1:10,441,0.882
2018/6/1 1:15,444,0.888
2018/6/1 1:20,444,0.888
2018/6/1 1:25,446,0.892
2018/6/1 1:30,446,0.892
2018/6/1 1:35,445,0.89
2018/6/1 1:40,445,0.89
2018/6/1 1:45,445,0.89
2018/6/1 1:50,446,0.892
2018/6/1 1:55,446,0.892
2018/6/1 2:00,447,0.894
2018/6/1 2:05,448,0.896
2018/6/1 2:10,447,0.894
2018/6/1 2:15,446,0.892
2018/6/1 2:20,445,0.89
2018/6/1 2:25,446,0.892
2018/6/1 2:30,446,0.892
2018/6/1 2:35,445,0.89
2018/6/1 2:40,445,0.89
2018/6/1 2:45,445,0.89
2018/6/1 2:50,445,0.89
2018/6/1 2:55,447,0.894
2018/6/1 3:00,447,0.894
2018/6/1 3:05,449,0.898
2018/6/1 3:10,449,0.898
2018/6/1 3:15,449,0.898
2018/6/1 3:20,449,0.898
2018/6/1 3:25,449,0.898
2018/6/1 3:30,449,0.898
2018/6/1 3:35,448,0.896
2018/6/1 3:40,448,0.896
2018/6/1 3:45,448,0.896
2018/6/1 3:50,448,0.896
2018/6/1 3:55,448,0.896
2018/6/1 4:00,448,0.896
2018/6/1 4:05,448,0.896
2018/6/1 4:10,448,0.896
2018/6/1 4:15,447,0.894
2018/6/1 4:20,448,0.896
2018/6/1 4:25,448,0.896
2018/6/1 4:30,449,0.898
2018/6/1 4:35,450,0.9
2018/6/1 4:40,450,0.9
2018/6/1 4:45,449,0.898
2018/6/1 4:50,449,0.898
2018/6/1 4:55,449,0.898
2018/6/1 5:00,449,0.898
2018/6/1 5:05,447,0.894
2018/6/1 5:10,449,0.898
2018/6/1 5:15,448,0.896
2018/6/1 5:20,448,0.896
2018/6/1 5:25,447,0.894
2018/6/1 5:30,447,0.894
2018/6/1 5:35,447,0.894
2018/6/1 5:40,447,0.894
2018/6/1 5:45,447,0.894
2018/6/1 5:50,446,0.892
2018/6/1 5:55,446,0.892
2018/6/1 6:00,444,0.888
2018/6/1 6:05,444,0.888
2018/6/1 6:10,445,0.89
2018/6/1 6:15,444,0.888
2018/6/1 6:20,442,0.884
2018/6/1 6:25,442,0.884
2018/6/1 6:30,442,0.884
2018/6/1 6:35,445,0.89
2018/6/1 6:40,444,0.888
2018/6/1 6:45,442,0.884
2018/6/1 6:50,441,0.882
2018/6/1 6:55,440,0.88
2018/6/1 7:00,439,0.878
2018/6/1 7:05,436,0.872
2018/6/1 7:10,436,0.872
2018/6/1 7:15,433,0.866
2018/6/1 7:20,434,0.868
2018/6/1 7:25,429,0.858
2018/6/1 7:30,430,0.86
2018/6/1 7:35,424,0.848
2018/6/1 7:40,422,0.844
2018/6/1 7:45,420,0.84
2018/6/1 7:50,414,0.828
2018/6/1 7:55,414,0.828
2018/6/1 8:00,408,0.816
2018/6/1 8:05,403,0.806
2018/6/1 8:10,394,0.788
2018/6/1 8:15,394,0.788
2018/6/1 8:20,389,0.778
2018/6/1 8:25,381,0.762
2018/6/1 8:30,375,0.75
2018/6/1 8:35,367,0.734
2018/6/1 8:40,367,0.734
2018/6/1 8:45,357,0.714
2018/6/1 8:50,349,0.698
2018/6/1 8:55,342,0.684
2018/6/1 9:00,338,0.676
2018/6/1 9:05,336,0.672
2018/6/1 9:10,334,0.668
2018/6/1 9:15,329,0.658
2018/6/1 9:20,321,0.642
2018/6/1 9:25,321,0.642
2018/6/1 9:30,318,0.636
2018/6/1 9:35,308,0.616
2018/6/1 9:40,306,0.612
2018/6/1 9:45,300,0.6
2018/6/1 9:50,294,0.588
2018/6/1 9:55,291,0.582
2018/6/1 10:00,282,0.564
2018/6/1 10:05,276,0.552
2018/6/1 10:10,276,0.552
2018/6/1 10:15,274,0.548
2018/6/1 10:20,265,0.53
2018/6/1 10:25,255,0.51
2018/6/1 10:30,251,0.502
2018/6/1 10:35,246,0.492
2018/6/1 10:40,246,0.492
2018/6/1 10:45,238,0.476
2018/6/1 10:50,233,0.466
2018/6/1 10:55,233,0.466
2018/6/1 11:00,234,0.468
2018/6/1 11:05,228,0.456
2018/6/1 11:10,228,0.456
2018/6/1 11:15,228,0.456
2018/6/1 11:20,225,0.45
2018/6/1 11:25,220,0.44
2018/6/1 11:30,223,0.446
2018/6/1 11:35,221,0.442
2018/6/1 11:40,221,0.442
2018/6/1 11:45,220,0.44
2018/6/1 11:50,218,0.436
2018/6/1 11:55,222,0.444
2018/6/1 12:00,225,0.45
2018/6/1 12:05,227,0.454
2018/6/1 12:10,226,0.452
2018/6/1 12:15,229,0.458
2018/6/1 12:20,228,0.456
2018/6/1 12:25,228,0.456
2018/6/1 12:30,232,0.464
2018/6/1 12:35,233,0.466
2018/6/1 12:40,232,0.464
2018/6/1 12:45,236,0.472
2018/6/1 12:50,233,0.466
2018/6/1 12:55,237,0.474
2018/6/1 13:00,236,0.472
2018/6/1 13:05,236,0.472
2018/6/1 13:10,236,0.472
2018/6/1 13:15,235,0.47
2018/6/1 13:20,231,0.462
2018/6/1 13:25,231,0.462
2018/6/1 13:30,224,0.448
2018/6/1 13:35,220,0.44
2018/6/1 13:40,214,0.428
2018/6/1 13:45,208,0.416
2018/6/1 13:50,210,0.42
2018/6/1 13:55,210,0.42
2018/6/1 14:00,210,0.42
2018/6/1 14:05,210,0.42
2018/6/1 14:10,207,0.414
2018/6/1 14:15,201,0.402
2018/6/1 14:20,196,0.392
2018/6/1 14:25,190,0.38
2018/6/1 14:30,190,0.38
2018/6/1 14:35,189,0.378
2018/6/1 14:40,189,0.378
2018/6/1 14:45,191,0.382
2018/6/1 14:50,191,0.382
2018/6/1 14:55,195,0.39
2018/6/1 15:00,193,0.386
2018/6/1 15:05,194,0.388
2018/6/1 15:10,191,0.382
2018/6/1 15:15,187,0.374
2018/6/1 15:20,181,0.362
2018/6/1 15:25,181,0.362
2018/6/1 15:30,181,0.362
2018/6/1 15:35,182,0.364
2018/6/1 15:40,179,0.358
2018/6/1 15:45,176,0.352
2018/6/1 15:50,173,0.346
2018/6/1 15:55,170,0.34
2018/6/1 16:00,167,0.334
2018/6/1 16:05,162,0.324
2018/6/1 16:10,162,0.324
2018/6/1 16:15,159,0.318
2018/6/1 16:20,161,0.322
2018/6/1 16:25,163,0.326
2018/6/1 16:30,164,0.328
2018/6/1 16:35,161,0.322
2018/6/1 16:40,162,0.324
2018/6/1 16:45,161,0.322
2018/6/1 16:50,163,0.326
2018/6/1 16:55,163,0.326
2018/6/1 17:00,167,0.334
2018/6/1 17:05,167,0.334
2018/6/1 17:10,176,0.352
2018/6/1 17:15,177,0.354
2018/6/1 17:20,174,0.348
2018/6/1 17:25,176,0.352
2018/6/1 17:30,184,0.368
2018/6/1 17:35,184,0.368
2018/6/1 17:40,184,0.368
2018/6/1 17:45,184,0.368
2018/6/1 17:50,186,0.372
2018/6/1 17:55,192,0.384
2018/6/1 18:00,192,0.384
2018/6/1 18:05,190,0.38
2018/6/1 18:10,200,0.4
2018/6/1 18:15,210,0.42
2018/6/1 18:20,219,0.438
2018/6/1 18:25,219,0.438
2018/6/1 18:30,225,0.45
2018/6/1 18:35,233,0.466
2018/6/1 18:40,238,0.476
2018/6/1 18:45,244,0.488
2018/6/1 18:50,250,0.5
2018/6/1 18:55,252,0.504
2018/6/1 19:00,253,0.506
2018/6/1 19:05,257,0.514
